time,distance,competitor
0.06382870674133301,0.0,0
0.06382870674133301,0.0,1
0.06382870674133301,0.0,2
0.06382870674133301,0.0,3
0.06382870674133301,0.0,4
0.09451818466186523,0.0,0
0.09451818466186523,0.0,1
0.09451818466186523,0.0,2
0.09451818466186523,0.0,3
0.09451818466186523,0.0,4
0.12635397911071777,0.0,0
0.12635397911071777,0.0,1
0.12635397911071777,0.0,2
0.12635397911071777,0.0,3
0.12635397911071777,0.0,4
0.15861153602600098,0.0,0
0.15861153602600098,0.0,1
0.15861153602600098,0.0,2
0.15861153602600098,0.0,3
0.15861153602600098,0.0,4
0.18930459022521973,0.0,0
0.18930459022521973,0.0,1
0.18930459022521973,0.0,2
0.18930459022521973,0.0,3
0.18930459022521973,0.0,4
0.20754671096801758,0.0,0
0.20754671096801758,0.0,1
0.20754671096801758,0.0,2
0.20754671096801758,0.0,3
0.20754671096801758,0.0,4
0.23939990997314453,0.0,0
0.23939990997314453,0.0,1
0.23939990997314453,0.0,2
0.23939990997314453,0.0,3
0.23939990997314453,0.0,4
0.269362211227417,0.0,0
0.269362211227417,0.0,1
0.269362211227417,0.0,2
0.269362211227417,0.0,3
0.269362211227417,0.0,4
0.2973208427429199,0.0,0
0.2973208427429199,0.0,1
0.2973208427429199,0.0,2
0.2973208427429199,0.0,3
0.2973208427429199,0.0,4
0.32886290550231934,0.0,0
0.32886290550231934,0.0,1
0.32886290550231934,0.0,2
0.32886290550231934,0.0,3
0.32886290550231934,0.0,4
0.36041760444641113,0.0,0
0.36041760444641113,0.0,1
0.36041760444641113,0.0,2
0.36041760444641113,0.0,3
0.36041760444641113,0.0,4
0.3939945697784424,0.0,0
0.3939945697784424,0.0,1
0.3939945697784424,0.0,2
0.3939945697784424,0.0,3
0.3939945697784424,0.0,4
0.4237699508666992,0.0,0
0.4237699508666992,0.0,1
0.4237699508666992,0.0,2
0.4237699508666992,0.0,3
0.4237699508666992,0.0,4
0.45580458641052246,0.0,0
0.45580458641052246,0.0,1
0.45580458641052246,0.0,2
0.45580458641052246,0.0,3
0.45580458641052246,0.0,4
0.4862391948699951,0.0,0
0.4862391948699951,0.0,1
0.4862391948699951,0.0,2
0.4862391948699951,0.0,3
0.4862391948699951,0.0,4
0.5171842575073242,0.0,0
0.5171842575073242,0.0,1
0.5171842575073242,0.0,2
0.5171842575073242,0.0,3
0.5171842575073242,0.0,4
0.549811840057373,0.0,0
0.549811840057373,0.0,1
0.549811840057373,0.0,2
0.549811840057373,0.0,3
0.549811840057373,0.0,4
0.5795361995697021,0.0,0
0.5795361995697021,0.0,1
0.5795361995697021,0.0,2
0.5795361995697021,0.0,3
0.5795361995697021,0.0,4
0.61155104637146,0.0,0
0.61155104637146,0.0,1
0.61155104637146,0.0,2
0.61155104637146,0.0,3
0.61155104637146,0.0,4
0.6438088417053223,0.0,0
0.6438088417053223,0.0,1
0.6438088417053223,0.0,2
0.6438088417053223,0.0,3
0.6438088417053223,0.0,4
0.6736459732055664,0.0,0
0.6736459732055664,0.0,1
0.6736459732055664,0.0,2
0.6736459732055664,0.0,3
0.6736459732055664,0.0,4
0.7051882743835449,0.0,0
0.7051882743835449,0.0,1
0.7051882743835449,0.0,2
0.7051882743835449,0.0,3
0.7051882743835449,0.0,4
0.7366862297058105,0.0,0
0.7366862297058105,0.0,1
0.7366862297058105,0.0,2
0.7366862297058105,0.0,3
0.7366862297058105,0.0,4
0.766516923904419,0.0,0
0.766516923904419,0.0,1
0.766516923904419,0.0,2
0.766516923904419,0.0,3
0.766516923904419,0.0,4
0.7975358963012695,0.0,0
0.7975358963012695,0.0,1
0.7975358963012695,0.0,2
0.7975358963012695,0.0,3
0.7975358963012695,0.0,4
0.827972412109375,0.0,0
0.827972412109375,0.0,1
0.827972412109375,0.0,2
0.827972412109375,0.0,3
0.827972412109375,0.0,4
0.8579251766204834,0.0,0
0.8579251766204834,0.0,1
0.8579251766204834,0.0,2
0.8579251766204834,0.0,3
0.8579251766204834,0.0,4
0.891366720199585,0.0,0
0.891366720199585,0.0,1
0.891366720199585,0.0,2
0.891366720199585,0.0,3
0.891366720199585,0.0,4
0.921311616897583,0.0,0
0.921311616897583,0.0,1
0.921311616897583,0.0,2
0.921311616897583,0.0,3
0.921311616897583,0.0,4
0.9526216983795166,0.0,0
0.9526216983795166,0.0,1
0.9526216983795166,0.0,2
0.9526216983795166,0.0,3
0.9526216983795166,0.0,4
0.9855482578277588,0.0,0
0.9855482578277588,0.0,1
0.9855482578277588,0.0,2
0.9855482578277588,0.0,3
0.9855482578277588,0.0,4
1.016749382019043,0.0,0
1.016749382019043,0.0,1
1.016749382019043,0.0,2
1.016749382019043,0.0,3
1.016749382019043,0.0,4
1.0470383167266846,0.0,0
1.0470383167266846,0.0,1
1.0470383167266846,0.0,2
1.0470383167266846,0.0,3
1.0470383167266846,0.0,4
1.075988531112671,0.0,0
1.075988531112671,0.0,1
1.075988531112671,0.0,2
1.075988531112671,0.0,3
1.075988531112671,0.0,4
1.1100444793701172,0.0,0
1.1100444793701172,0.0,1
1.1100444793701172,0.0,2
1.1100444793701172,0.0,3
1.1100444793701172,0.0,4
1.139965534210205,0.0,0
1.139965534210205,0.0,1
1.139965534210205,0.0,2
1.139965534210205,0.0,3
1.139965534210205,0.0,4
1.15824556350708,0.0,0
1.15824556350708,0.0,1
1.15824556350708,0.0,2
1.15824556350708,0.0,3
1.15824556350708,0.0,4
1.1708106994628906,7.94182679156549,0
1.1708106994628906,7.94182679156549,1
1.1708106994628906,7.94182679156549,2
1.1708106994628906,7.94182679156549,3
1.1708106994628906,7.94182679156549,4
1.2037694454193115,7.94182679156549,0
1.2037694454193115,7.94182679156549,1
1.2037694454193115,7.94182679156549,2
1.2037694454193115,7.94182679156549,3
1.2037694454193115,7.94182679156549,4
1.231902837753296,7.94182679156549,0
1.231902837753296,7.94182679156549,1
1.231902837753296,7.94182679156549,2
1.231902837753296,7.94182679156549,3
1.231902837753296,7.94182679156549,4
1.2650060653686523,7.94182679156549,0
1.2650060653686523,7.94182679156549,1
1.2650060653686523,7.94182679156549,2
1.2650060653686523,7.94182679156549,3
1.2650060653686523,7.94182679156549,4
1.2949275970458984,7.94182679156549,0
1.2949275970458984,7.94182679156549,1
1.2949275970458984,7.94182679156549,2
1.2949275970458984,7.94182679156549,3
1.2949275970458984,7.94182679156549,4
1.344433069229126,7.94182679156549,0
1.344433069229126,7.94182679156549,1
1.344433069229126,7.94182679156549,2
1.344433069229126,7.94182679156549,3
1.344433069229126,7.94182679156549,4
1.3753836154937744,7.94182679156549,0
1.3753836154937744,7.94182679156549,1
1.3753836154937744,7.94182679156549,2
1.3753836154937744,7.94182679156549,3
1.3753836154937744,7.94182679156549,4
1.404653549194336,7.94182679156549,0
1.404653549194336,7.94182679156549,1
1.404653549194336,7.94182679156549,2
1.404653549194336,7.94182679156549,3
1.404653549194336,7.94182679156549,4
1.4371328353881836,7.94182679156549,0
1.4371328353881836,7.94182679156549,1
1.4371328353881836,7.94182679156549,2
1.4371328353881836,7.94182679156549,3
1.4371328353881836,7.94182679156549,4
1.4672958850860596,7.94182679156549,0
1.4672958850860596,7.94182679156549,1
1.4672958850860596,7.94182679156549,2
1.4672958850860596,7.94182679156549,3
1.4672958850860596,7.94182679156549,4
1.498426914215088,7.94182679156549,0
1.498426914215088,7.94182679156549,1
1.498426914215088,7.94182679156549,2
1.498426914215088,7.94182679156549,3
1.498426914215088,7.94182679156549,4
1.530731201171875,7.94182679156549,0
1.530731201171875,7.94182679156549,1
1.530731201171875,7.94182679156549,2
1.530731201171875,7.94182679156549,3
1.530731201171875,7.94182679156549,4
1.5607917308807373,7.94182679156549,0
1.5607917308807373,7.94182679156549,1
1.5607917308807373,7.94182679156549,2
1.5607917308807373,7.94182679156549,3
1.5607917308807373,7.94182679156549,4
1.592747688293457,7.94182679156549,0
1.592747688293457,7.94182679156549,1
1.592747688293457,7.94182679156549,2
1.592747688293457,7.94182679156549,3
1.592747688293457,7.94182679156549,4
1.6390330791473389,7.94182679156549,0
1.6390330791473389,7.94182679156549,1
1.6390330791473389,7.94182679156549,2
1.6390330791473389,7.94182679156549,3
1.6390330791473389,7.94182679156549,4
1.6713595390319824,7.94182679156549,0
1.6713595390319824,7.94182679156549,1
1.6713595390319824,7.94182679156549,2
1.6713595390319824,7.94182679156549,3
1.6713595390319824,7.94182679156549,4
1.7005417346954346,7.94182679156549,0
1.7005417346954346,7.94182679156549,1
1.7005417346954346,7.94182679156549,2
1.7005417346954346,7.94182679156549,3
1.7005417346954346,7.94182679156549,4
1.7335319519042969,7.94182679156549,0
1.7335319519042969,7.94182679156549,1
1.7335319519042969,7.94182679156549,2
1.7335319519042969,7.94182679156549,3
1.7335319519042969,7.94182679156549,4
1.7634844779968262,7.94182679156549,0
1.7634844779968262,7.94182679156549,1
1.7634844779968262,7.94182679156549,2
1.7634844779968262,7.94182679156549,3
1.7634844779968262,7.94182679156549,4
1.7963335514068604,7.94182679156549,0
1.7963335514068604,7.94182679156549,1
1.7963335514068604,7.94182679156549,2
1.7963335514068604,7.94182679156549,3
1.7963335514068604,7.94182679156549,4
1.8266706466674805,7.94182679156549,0
1.8266706466674805,7.94182679156549,1
1.8266706466674805,7.94182679156549,2
1.8266706466674805,7.94182679156549,3
1.8266706466674805,7.94182679156549,4
1.8587608337402344,7.94182679156549,0
1.8587608337402344,7.94182679156549,1
1.8587608337402344,7.94182679156549,2
1.8587608337402344,7.94182679156549,3
1.8587608337402344,7.94182679156549,4
1.8906705379486084,7.94182679156549,0
1.8906705379486084,7.94182679156549,1
1.8906705379486084,7.94182679156549,2
1.8906705379486084,7.94182679156549,3
1.8906705379486084,7.94182679156549,4
1.920339584350586,7.94182679156549,0
1.920339584350586,7.94182679156549,1
1.920339584350586,7.94182679156549,2
1.920339584350586,7.94182679156549,3
1.920339584350586,7.94182679156549,4
1.9524927139282227,7.94182679156549,0
1.9524927139282227,7.94182679156549,1
1.9524927139282227,7.94182679156549,2
1.9524927139282227,7.94182679156549,3
1.9524927139282227,7.94182679156549,4
1.9847478866577148,7.94182679156549,0
1.9847478866577148,7.94182679156549,1
1.9847478866577148,7.94182679156549,2
1.9847478866577148,7.94182679156549,3
1.9847478866577148,7.94182679156549,4
2.0137007236480713,7.94182679156549,0
2.0137007236480713,7.94182679156549,1
2.0137007236480713,7.94182679156549,2
2.0137007236480713,7.94182679156549,3
2.0137007236480713,7.94182679156549,4
2.0473804473876953,7.94182679156549,0
2.0473804473876953,7.94182679156549,1
2.0473804473876953,7.94182679156549,2
2.0473804473876953,7.94182679156549,3
2.0473804473876953,7.94182679156549,4
2.0801570415496826,7.94182679156549,0
2.0801570415496826,7.94182679156549,1
2.0801570415496826,7.94182679156549,2
2.0801570415496826,7.94182679156549,3
2.0801570415496826,7.94182679156549,4
2.108574390411377,7.94182679156549,0
2.108574390411377,7.94182679156549,1
2.108574390411377,7.94182679156549,2
2.108574390411377,7.94182679156549,3
2.108574390411377,7.94182679156549,4
2.139946222305298,7.94182679156549,0
2.139946222305298,7.94182679156549,1
2.139946222305298,7.94182679156549,2
2.139946222305298,7.94182679156549,3
2.139946222305298,7.94182679156549,4
2.173006534576416,7.94182679156549,0
2.173006534576416,7.94182679156549,1
2.173006534576416,7.94182679156549,2
2.173006534576416,7.94182679156549,3
2.173006534576416,7.94182679156549,4
2.202904224395752,7.94182679156549,0
2.202904224395752,7.94182679156549,1
2.202904224395752,7.94182679156549,2
2.202904224395752,7.94182679156549,3
2.202904224395752,7.94182679156549,4
2.222104787826538,13.481916534973077,0
2.222104787826538,21.1252781038097,1
2.222104787826538,18.533339718277315,2
2.222104787826538,15.906675789990793,3
2.222104787826538,13.481916534973077,4
2.250063180923462,13.481916534973077,0
2.250063180923462,21.1252781038097,1
2.250063180923462,18.533339718277315,2
2.250063180923462,15.906675789990793,3
2.250063180923462,13.481916534973077,4
2.28100323677063,13.481916534973077,0
2.28100323677063,21.1252781038097,1
2.28100323677063,18.533339718277315,2
2.28100323677063,15.906675789990793,3
2.28100323677063,13.481916534973077,4
2.3141653537750244,13.481916534973077,0
2.3141653537750244,21.1252781038097,1
2.3141653537750244,18.533339718277315,2
2.3141653537750244,15.906675789990793,3
2.3141653537750244,13.481916534973077,4
2.3441131114959717,13.481916534973077,0
2.3441131114959717,21.1252781038097,1
2.3441131114959717,18.533339718277315,2
2.3441131114959717,15.906675789990793,3
2.3441131114959717,13.481916534973077,4
2.3753764629364014,13.481916534973077,0
2.3753764629364014,21.1252781038097,1
2.3753764629364014,18.533339718277315,2
2.3753764629364014,15.906675789990793,3
2.3753764629364014,13.481916534973077,4
2.40811824798584,13.481916534973077,0
2.40811824798584,21.1252781038097,1
2.40811824798584,18.533339718277315,2
2.40811824798584,15.906675789990793,3
2.40811824798584,13.481916534973077,4
2.439249038696289,13.481916534973077,0
2.439249038696289,21.1252781038097,1
2.439249038696289,18.533339718277315,2
2.439249038696289,15.906675789990793,3
2.439249038696289,13.481916534973077,4
2.484952688217163,13.481916534973077,0
2.484952688217163,21.1252781038097,1
2.484952688217163,18.533339718277315,2
2.484952688217163,15.906675789990793,3
2.484952688217163,13.481916534973077,4
2.5168685913085938,13.481916534973077,0
2.5168685913085938,21.1252781038097,1
2.5168685913085938,18.533339718277315,2
2.5168685913085938,15.906675789990793,3
2.5168685913085938,13.481916534973077,4
2.5467886924743652,13.481916534973077,0
2.5467886924743652,21.1252781038097,1
2.5467886924743652,18.533339718277315,2
2.5467886924743652,15.906675789990793,3
2.5467886924743652,13.481916534973077,4
2.578746795654297,13.481916534973077,0
2.578746795654297,21.1252781038097,1
2.578746795654297,18.533339718277315,2
2.578746795654297,15.906675789990793,3
2.578746795654297,13.481916534973077,4
2.6096675395965576,13.481916534973077,0
2.6096675395965576,21.1252781038097,1
2.6096675395965576,18.533339718277315,2
2.6096675395965576,15.906675789990793,3
2.6096675395965576,13.481916534973077,4
2.6385891437530518,13.481916534973077,0
2.6385891437530518,21.1252781038097,1
2.6385891437530518,18.533339718277315,2
2.6385891437530518,15.906675789990793,3
2.6385891437530518,13.481916534973077,4
2.6715011596679688,13.481916534973077,0
2.6715011596679688,21.1252781038097,1
2.6715011596679688,18.533339718277315,2
2.6715011596679688,15.906675789990793,3
2.6715011596679688,13.481916534973077,4
2.702418327331543,13.481916534973077,0
2.702418327331543,21.1252781038097,1
2.702418327331543,18.533339718277315,2
2.702418327331543,15.906675789990793,3
2.702418327331543,13.481916534973077,4
2.7333359718322754,13.481916534973077,0
2.7333359718322754,21.1252781038097,1
2.7333359718322754,18.533339718277315,2
2.7333359718322754,15.906675789990793,3
2.7333359718322754,13.481916534973077,4
2.7652509212493896,13.481916534973077,0
2.7652509212493896,21.1252781038097,1
2.7652509212493896,18.533339718277315,2
2.7652509212493896,15.906675789990793,3
2.7652509212493896,13.481916534973077,4
2.7981629371643066,13.481916534973077,0
2.7981629371643066,21.1252781038097,1
2.7981629371643066,18.533339718277315,2
2.7981629371643066,15.906675789990793,3
2.7981629371643066,13.481916534973077,4
2.827085256576538,13.481916534973077,0
2.827085256576538,21.1252781038097,1
2.827085256576538,18.533339718277315,2
2.827085256576538,15.906675789990793,3
2.827085256576538,13.481916534973077,4
2.8607468605041504,13.481916534973077,0
2.8607468605041504,21.1252781038097,1
2.8607468605041504,18.533339718277315,2
2.8607468605041504,15.906675789990793,3
2.8607468605041504,13.481916534973077,4
2.891948938369751,13.481916534973077,0
2.891948938369751,21.1252781038097,1
2.891948938369751,18.533339718277315,2
2.891948938369751,15.906675789990793,3
2.891948938369751,13.481916534973077,4
2.9198734760284424,13.481916534973077,0
2.9198734760284424,21.1252781038097,1
2.9198734760284424,18.533339718277315,2
2.9198734760284424,15.906675789990793,3
2.9198734760284424,13.481916534973077,4
2.9537837505340576,13.481916534973077,0
2.9537837505340576,21.1252781038097,1
2.9537837505340576,18.533339718277315,2
2.9537837505340576,15.906675789990793,3
2.9537837505340576,13.481916534973077,4
2.9841723442077637,13.481916534973077,0
2.9841723442077637,21.1252781038097,1
2.9841723442077637,18.533339718277315,2
2.9841723442077637,15.906675789990793,3
2.9841723442077637,13.481916534973077,4
3.014094829559326,13.481916534973077,0
3.014094829559326,21.1252781038097,1
3.014094829559326,18.533339718277315,2
3.014094829559326,15.906675789990793,3
3.014094829559326,13.481916534973077,4
3.0470073223114014,13.481916534973077,0
3.0470073223114014,21.1252781038097,1
3.0470073223114014,18.533339718277315,2
3.0470073223114014,15.906675789990793,3
3.0470073223114014,13.481916534973077,4
3.077924966812134,13.481916534973077,0
3.077924966812134,21.1252781038097,1
3.077924966812134,18.533339718277315,2
3.077924966812134,15.906675789990793,3
3.077924966812134,13.481916534973077,4
3.112497568130493,13.481916534973077,0
3.112497568130493,21.1252781038097,1
3.112497568130493,18.533339718277315,2
3.112497568130493,15.906675789990793,3
3.112497568130493,13.481916534973077,4
3.1408050060272217,13.481916534973077,0
3.1408050060272217,21.1252781038097,1
3.1408050060272217,18.533339718277315,2
3.1408050060272217,15.906675789990793,3
3.1408050060272217,13.481916534973077,4
3.1717493534088135,13.481916534973077,0
3.1717493534088135,21.1252781038097,1
3.1717493534088135,18.533339718277315,2
3.1717493534088135,15.906675789990793,3
3.1717493534088135,13.481916534973077,4
3.205631732940674,13.481916534973077,0
3.205631732940674,21.1252781038097,1
3.205631732940674,18.533339718277315,2
3.205631732940674,15.906675789990793,3
3.205631732940674,13.481916534973077,4
3.253504514694214,13.481916534973077,0
3.253504514694214,21.1252781038097,1
3.253504514694214,18.533339718277315,2
3.253504514694214,15.906675789990793,3
3.253504514694214,13.481916534973077,4
3.2804322242736816,21.544793446585064,0
3.2804322242736816,32.21908489238406,1
3.2804322242736816,28.379747900926557,2
3.2804322242736816,25.53256222969231,3
3.2804322242736816,21.544793446585064,4
3.3143413066864014,21.544793446585064,0
3.3143413066864014,32.21908489238406,1
3.3143413066864014,28.379747900926557,2
3.3143413066864014,25.53256222969231,3
3.3143413066864014,21.544793446585064,4
3.3452582359313965,21.544793446585064,0
3.3452582359313965,32.21908489238406,1
3.3452582359313965,28.379747900926557,2
3.3452582359313965,25.53256222969231,3
3.3452582359313965,21.544793446585064,4
3.375380516052246,21.544793446585064,0
3.375380516052246,32.21908489238406,1
3.375380516052246,28.379747900926557,2
3.375380516052246,25.53256222969231,3
3.375380516052246,21.544793446585064,4
3.404306411743164,21.544793446585064,0
3.404306411743164,32.21908489238406,1
3.404306411743164,28.379747900926557,2
3.404306411743164,25.53256222969231,3
3.404306411743164,21.544793446585064,4
3.438215494155884,21.544793446585064,0
3.438215494155884,32.21908489238406,1
3.438215494155884,28.379747900926557,2
3.438215494155884,25.53256222969231,3
3.438215494155884,21.544793446585064,4
3.468165159225464,21.544793446585064,0
3.468165159225464,32.21908489238406,1
3.468165159225464,28.379747900926557,2
3.468165159225464,25.53256222969231,3
3.468165159225464,21.544793446585064,4
3.514040470123291,21.544793446585064,0
3.514040470123291,32.21908489238406,1
3.514040470123291,28.379747900926557,2
3.514040470123291,25.53256222969231,3
3.514040470123291,21.544793446585064,4
3.5459277629852295,21.544793446585064,0
3.5459277629852295,32.21908489238406,1
3.5459277629852295,28.379747900926557,2
3.5459277629852295,25.53256222969231,3
3.5459277629852295,21.544793446585064,4
3.5772762298583984,21.544793446585064,0
3.5772762298583984,32.21908489238406,1
3.5772762298583984,28.379747900926557,2
3.5772762298583984,25.53256222969231,3
3.5772762298583984,21.544793446585064,4
3.6102283000946045,21.544793446585064,0
3.6102283000946045,32.21908489238406,1
3.6102283000946045,28.379747900926557,2
3.6102283000946045,25.53256222969231,3
3.6102283000946045,21.544793446585064,4
3.6423041820526123,21.544793446585064,0
3.6423041820526123,32.21908489238406,1
3.6423041820526123,28.379747900926557,2
3.6423041820526123,25.53256222969231,3
3.6423041820526123,21.544793446585064,4
3.671973943710327,21.544793446585064,0
3.671973943710327,32.21908489238406,1
3.671973943710327,28.379747900926557,2
3.671973943710327,25.53256222969231,3
3.671973943710327,21.544793446585064,4
3.7009263038635254,21.544793446585064,0
3.7009263038635254,32.21908489238406,1
3.7009263038635254,28.379747900926557,2
3.7009263038635254,25.53256222969231,3
3.7009263038635254,21.544793446585064,4
3.7876646518707275,21.544793446585064,0
3.7876646518707275,32.21908489238406,1
3.7876646518707275,28.379747900926557,2
3.7876646518707275,25.53256222969231,3
3.7876646518707275,21.544793446585064,4
3.8106021881103516,21.544793446585064,0
3.8106021881103516,32.21908489238406,1
3.8106021881103516,28.379747900926557,2
3.8106021881103516,25.53256222969231,3
3.8106021881103516,21.544793446585064,4
3.8436474800109863,21.544793446585064,0
3.8436474800109863,32.21908489238406,1
3.8436474800109863,28.379747900926557,2
3.8436474800109863,25.53256222969231,3
3.8436474800109863,21.544793446585064,4
3.8746330738067627,21.544793446585064,0
3.8746330738067627,32.21908489238406,1
3.8746330738067627,28.379747900926557,2
3.8746330738067627,25.53256222969231,3
3.8746330738067627,21.544793446585064,4
3.9064676761627197,21.544793446585064,0
3.9064676761627197,32.21908489238406,1
3.9064676761627197,28.379747900926557,2
3.9064676761627197,25.53256222969231,3
3.9064676761627197,21.544793446585064,4
3.9373350143432617,21.544793446585064,0
3.9373350143432617,32.21908489238406,1
3.9373350143432617,28.379747900926557,2
3.9373350143432617,25.53256222969231,3
3.9373350143432617,21.544793446585064,4
3.9682838916778564,21.544793446585064,0
3.9682838916778564,32.21908489238406,1
3.9682838916778564,28.379747900926557,2
3.9682838916778564,25.53256222969231,3
3.9682838916778564,21.544793446585064,4
3.9984731674194336,21.544793446585064,0
3.9984731674194336,32.21908489238406,1
3.9984731674194336,28.379747900926557,2
3.9984731674194336,25.53256222969231,3
3.9984731674194336,21.544793446585064,4
4.032292604446411,21.544793446585064,0
4.032292604446411,32.21908489238406,1
4.032292604446411,28.379747900926557,2
4.032292604446411,25.53256222969231,3
4.032292604446411,21.544793446585064,4
4.060546159744263,21.544793446585064,0
4.060546159744263,32.21908489238406,1
4.060546159744263,28.379747900926557,2
4.060546159744263,25.53256222969231,3
4.060546159744263,21.544793446585064,4
4.095063209533691,21.544793446585064,0
4.095063209533691,32.21908489238406,1
4.095063209533691,28.379747900926557,2
4.095063209533691,25.53256222969231,3
4.095063209533691,21.544793446585064,4
4.123986721038818,21.544793446585064,0
4.123986721038818,32.21908489238406,1
4.123986721038818,28.379747900926557,2
4.123986721038818,25.53256222969231,3
4.123986721038818,21.544793446585064,4
4.1553425788879395,21.544793446585064,0
4.1553425788879395,32.21908489238406,1
4.1553425788879395,28.379747900926557,2
4.1553425788879395,25.53256222969231,3
4.1553425788879395,21.544793446585064,4
4.187800884246826,21.544793446585064,0
4.187800884246826,32.21908489238406,1
4.187800884246826,28.379747900926557,2
4.187800884246826,25.53256222969231,3
4.187800884246826,21.544793446585064,4
4.217748641967773,21.544793446585064,0
4.217748641967773,32.21908489238406,1
4.217748641967773,28.379747900926557,2
4.217748641967773,25.53256222969231,3
4.217748641967773,21.544793446585064,4
4.251789569854736,21.544793446585064,0
4.251789569854736,32.21908489238406,1
4.251789569854736,28.379747900926557,2
4.251789569854736,25.53256222969231,3
4.251789569854736,21.544793446585064,4
4.282031059265137,21.544793446585064,0
4.282031059265137,32.21908489238406,1
4.282031059265137,28.379747900926557,2
4.282031059265137,25.53256222969231,3
4.282031059265137,21.544793446585064,4
4.295024633407593,21.544793446585064,0
4.295024633407593,32.21908489238406,1
4.295024633407593,28.379747900926557,2
4.295024633407593,25.53256222969231,3
4.295024633407593,21.544793446585064,4
4.329912900924683,21.544793446585064,0
4.329912900924683,32.21908489238406,1
4.329912900924683,28.379747900926557,2
4.329912900924683,25.53256222969231,3
4.329912900924683,21.544793446585064,4
4.358397006988525,29.04331834347913,0
4.358397006988525,42.91606706820181,1
4.358397006988525,38.139279846830306,2
4.358397006988525,36.03434581775937,3
4.358397006988525,29.04331834347913,4
4.392323732376099,29.04331834347913,0
4.392323732376099,42.91606706820181,1
4.392323732376099,38.139279846830306,2
4.392323732376099,36.03434581775937,3
4.392323732376099,29.04331834347913,4
4.4232048988342285,29.04331834347913,0
4.4232048988342285,42.91606706820181,1
4.4232048988342285,38.139279846830306,2
4.4232048988342285,36.03434581775937,3
4.4232048988342285,29.04331834347913,4
4.456010580062866,29.04331834347913,0
4.456010580062866,42.91606706820181,1
4.456010580062866,38.139279846830306,2
4.456010580062866,36.03434581775937,3
4.456010580062866,29.04331834347913,4
4.485601186752319,29.04331834347913,0
4.485601186752319,42.91606706820181,1
4.485601186752319,38.139279846830306,2
4.485601186752319,36.03434581775937,3
4.485601186752319,29.04331834347913,4
4.515610218048096,29.04331834347913,0
4.515610218048096,42.91606706820181,1
4.515610218048096,38.139279846830306,2
4.515610218048096,36.03434581775937,3
4.515610218048096,29.04331834347913,4
4.546407222747803,29.04331834347913,0
4.546407222747803,42.91606706820181,1
4.546407222747803,38.139279846830306,2
4.546407222747803,36.03434581775937,3
4.546407222747803,29.04331834347913,4
4.575362205505371,29.04331834347913,0
4.575362205505371,42.91606706820181,1
4.575362205505371,38.139279846830306,2
4.575362205505371,36.03434581775937,3
4.575362205505371,29.04331834347913,4
4.608782529830933,29.04331834347913,0
4.608782529830933,42.91606706820181,1
4.608782529830933,38.139279846830306,2
4.608782529830933,36.03434581775937,3
4.608782529830933,29.04331834347913,4
4.638732194900513,29.04331834347913,0
4.638732194900513,42.91606706820181,1
4.638732194900513,38.139279846830306,2
4.638732194900513,36.03434581775937,3
4.638732194900513,29.04331834347913,4
4.672536134719849,29.04331834347913,0
4.672536134719849,42.91606706820181,1
4.672536134719849,38.139279846830306,2
4.672536134719849,36.03434581775937,3
4.672536134719849,29.04331834347913,4
4.703953742980957,29.04331834347913,0
4.703953742980957,42.91606706820181,1
