reward,loss,trades,avg_q,total_actions,backs_per_competitor,lays_per_competitor,most_common_action,most_common_competitor,winner,simulation
-0.45,545.4327392578125,15,32.84507369995117,35,"[1, 4, 6, 2, 4]","[3, 3, 3, 5, 4]",4,2,3,17576
0.03953576043248177,309.9373779296875,22,33.99434280395508,36,"[5, 2, 1, 2, 5]","[3, 3, 4, 3, 8]",9,4,4,17577
-1.1513743087649346,40.27256774902344,23,31.48282814025879,37,"[3, 6, 4, 3, 4]","[5, 2, 2, 3, 5]",2,1,4,17578
0.28,123.52020263671875,14,31.410614013671875,34,"[4, 1, 3, 8, 4]","[5, 2, 2, 3, 2]",6,3,4,17579
0.028649498224258423,297.0649719238281,18,35.9191780090332,35,"[3, 3, 2, 4, 5]","[2, 7, 1, 5, 3]",3,1,4,17580
-0.075,76.15763092041016,21,42.77553176879883,40,"[6, 5, 2, 7, 4]","[2, 3, 1, 5, 5]",6,3,4,17581
-0.81,116.42229461669922,18,53.58317184448242,37,"[6, 4, 1, 2, 4]","[4, 4, 4, 2, 6]",9,4,2,17582
0.195,194.3555908203125,19,33.26803207397461,35,"[5, 5, 3, 4, 6]","[2, 3, 2, 0, 5]",8,4,0,17583
0.075,143.81402587890625,17,48.59973907470703,33,"[2, 2, 6, 4, 4]","[3, 4, 1, 2, 5]",4,2,3,17584
-1.5368830600380898,290.04583740234375,16,45.867942810058594,39,"[3, 2, 8, 5, 5]","[4, 4, 3, 0, 5]",4,2,4,17585
1.085,66.3858642578125,18,33.98127746582031,33,"[2, 2, 7, 2, 2]","[8, 2, 0, 3, 5]",1,0,1,17586
0.1,45.75639343261719,14,31.793781280517578,33,"[2, 3, 2, 5, 4]","[5, 4, 4, 1, 3]",6,3,4,17587
0.105,405.9363708496094,12,35.999393463134766,36,"[0, 6, 5, 3, 3]","[1, 7, 5, 3, 3]",3,1,3,17588
-4.56,117.45384979248047,13,42.840126037597656,39,"[2, 3, 3, 7, 5]","[3, 4, 4, 3, 5]",6,3,1,17589
-1.5,109.61707305908203,25,36.1351318359375,33,"[9, 5, 4, 2, 3]","[2, 0, 1, 3, 4]",0,0,4,17590
0.1575,382.88458251953125,21,41.50352478027344,40,"[3, 6, 4, 4, 2]","[5, 3, 6, 5, 2]",5,2,1,17591
-0.84,1396.5908203125,17,50.33317565917969,36,"[5, 1, 4, 4, 4]","[2, 4, 2, 6, 4]",7,3,1,17592
0.20253232538700103,361.8681640625,22,50.36029815673828,35,"[8, 3, 4, 4, 3]","[2, 4, 3, 1, 3]",0,0,3,17593
0.9054086671769619,307.33465576171875,20,49.15131378173828,37,"[4, 1, 4, 1, 5]","[7, 4, 5, 4, 2]",1,0,4,17594
0.195,199.91065979003906,18,40.93921661376953,34,"[1, 2, 4, 5, 1]","[3, 3, 7, 2, 6]",5,2,4,17595
-4.35,327.5772399902344,23,45.432987213134766,38,"[4, 5, 5, 2, 4]","[5, 5, 2, 2, 4]",2,1,1,17596
1.795,191.96417236328125,26,51.95990753173828,38,"[4, 1, 1, 2, 5]","[6, 6, 3, 6, 4]",7,3,4,17597
-0.44936112090945246,115.75375366210938,15,42.52943801879883,31,"[1, 1, 3, 6, 3]","[2, 3, 3, 6, 3]",7,3,3,17598
0.6440145097672939,151.18133544921875,22,42.679595947265625,39,"[2, 1, 3, 5, 6]","[4, 6, 5, 5, 2]",8,4,4,17599
-1.05,64.50267791748047,15,30.123050689697266,32,"[7, 4, 4, 5, 3]","[4, 0, 1, 2, 2]",0,0,2,17600
0.5262608620524406,39.91706085205078,20,36.0980339050293,39,"[4, 0, 6, 6, 7]","[3, 2, 4, 2, 5]",8,4,2,17601
0.7660589277744293,31.50217628479004,20,32.998348236083984,40,"[1, 2, 1, 8, 2]","[5, 4, 4, 9, 4]",7,3,2,17602
-0.055,31.480520248413086,21,27.1857852935791,33,"[5, 6, 2, 0, 2]","[3, 5, 2, 5, 3]",2,1,4,17603
0.3620750170946121,244.65708923339844,18,21.433788299560547,34,"[4, 3, 2, 2, 3]","[1, 4, 9, 4, 2]",5,2,0,17604
0.075,475.94561767578125,16,34.54785919189453,38,"[3, 2, 6, 4, 5]","[4, 1, 5, 3, 5]",4,2,3,17605
-0.3975752840936184,33.659542083740234,18,30.453765869140625,36,"[1, 6, 2, 2, 7]","[3, 4, 5, 4, 2]",8,4,3,17606
-0.37461035430431366,171.2273712158203,13,27.919723510742188,37,"[4, 0, 4, 3, 6]","[6, 5, 0, 4, 5]",1,0,4,17607
0.06,24.431171417236328,15,26.104354858398438,34,"[3, 2, 6, 2, 3]","[4, 9, 2, 1, 2]",3,1,4,17608
-0.51,184.455078125,23,29.677806854248047,40,"[7, 3, 1, 3, 5]","[6, 1, 4, 5, 5]",0,0,2,17609
-0.195,255.71798706054688,18,28.2490234375,36,"[3, 5, 1, 6, 3]","[4, 4, 3, 4, 3]",6,3,2,17610
0.435,35.206878662109375,16,22.88732147216797,34,"[6, 6, 2, 3, 3]","[1, 0, 5, 5, 3]",2,1,0,17611
0.135,20.657608032226562,12,23.237585067749023,33,"[2, 3, 3, 4, 7]","[3, 3, 3, 2, 3]",8,4,4,17612
0.99,447.6724853515625,21,28.616079330444336,36,"[4, 4, 3, 2, 5]","[4, 1, 3, 2, 8]",9,4,0,17613
-0.3158305609226227,28.777498245239258,18,30.189077377319336,35,"[5, 3, 8, 5, 1]","[2, 2, 4, 3, 2]",4,2,2,17614
-0.075,94.12499237060547,22,24.902671813964844,36,"[2, 6, 3, 2, 3]","[3, 1, 6, 5, 5]",5,2,4,17615
-0.27,19.099123001098633,23,23.643274307250977,39,"[7, 2, 3, 4, 5]","[4, 3, 1, 7, 3]",0,0,2,17616
0.7462420360744,622.5169067382812,20,31.045970916748047,41,"[7, 3, 5, 1, 4]","[5, 5, 7, 1, 3]",0,0,3,17617
0.12,528.8862915039062,19,34.19846725463867,30,"[0, 4, 4, 0, 3]","[7, 5, 3, 3, 1]",1,0,3,17618
6.075,361.45916748046875,27,31.751806259155273,41,"[4, 6, 2, 8, 1]","[3, 4, 4, 5, 4]",6,3,0,17619
-2.4657308971881866,135.6583251953125,19,42.448890686035156,35,"[4, 4, 3, 5, 8]","[3, 0, 1, 5, 2]",8,4,3,17620
-0.095,125.05925750732422,12,55.2279052734375,34,"[2, 4, 3, 5, 2]","[2, 1, 3, 7, 5]",7,3,4,17621
1.23,59.96236038208008,19,39.501319885253906,36,"[6, 5, 1, 3, 1]","[3, 3, 5, 5, 4]",0,0,0,17622
0.5403049373626709,202.11424255371094,22,36.92799377441406,40,"[7, 3, 3, 5, 4]","[5, 3, 3, 4, 3]",0,0,3,17623
1.35,33.43436050415039,17,33.3238525390625,44,"[5, 3, 2, 5, 6]","[4, 2, 6, 5, 6]",9,4,2,17624
-1.2881206978857518,452.8519592285156,22,38.79833221435547,38,"[4, 3, 2, 3, 4]","[5, 6, 2, 3, 6]",3,1,4,17625
0.7847452315688134,114.75074005126953,23,42.57293701171875,41,"[9, 5, 5, 2, 3]","[1, 5, 3, 5, 3]",0,0,1,17626
-1.32,49.78474807739258,29,34.51017761230469,41,"[3, 3, 3, 3, 7]","[7, 3, 6, 0, 6]",8,4,0,17627
1.065,34.17280578613281,16,30.385772705078125,30,"[1, 4, 2, 3, 7]","[5, 0, 4, 3, 1]",8,4,4,17628
0.15,40.837005615234375,25,37.080650329589844,38,"[4, 5, 2, 6, 4]","[7, 2, 3, 3, 2]",1,0,4,17629
0.4407420609891415,118.60906982421875,27,34.746429443359375,38,"[3, 2, 1, 3, 1]","[6, 8, 2, 4, 8]",3,1,4,17630
0.225,297.8331604003906,21,35.695804595947266,42,"[9, 5, 3, 5, 6]","[2, 2, 3, 3, 4]",0,0,3,17631
-0.195,43.05210876464844,22,36.857662200927734,39,"[3, 6, 3, 3, 3]","[8, 2, 6, 4, 1]",1,0,3,17632
-0.7133593419194222,146.4332275390625,20,35.44545364379883,41,"[3, 7, 8, 5, 2]","[4, 2, 4, 4, 2]",4,2,4,17633
-0.9769702544808387,141.38783264160156,21,37.02033615112305,36,"[2, 3, 3, 5, 4]","[2, 4, 3, 3, 7]",9,4,4,17634
-0.285,48.7258415222168,21,34.27239990234375,33,"[6, 5, 2, 4, 4]","[2, 3, 4, 2, 1]",0,0,4,17635
1.005,34.292320251464844,20,34.21820068359375,40,"[3, 7, 3, 5, 2]","[3, 8, 1, 6, 2]",3,1,3,17636
-0.3055531741678715,36.816776275634766,20,33.461734771728516,39,"[3, 5, 1, 2, 5]","[8, 5, 2, 5, 3]",1,0,4,17637
0.315,118.58330535888672,22,30.073476791381836,38,"[3, 3, 4, 6, 5]","[2, 4, 1, 4, 6]",9,4,1,17638
0.2780603905022144,75.6680908203125,21,31.708206176757812,45,"[6, 6, 7, 5, 1]","[6, 4, 6, 1, 3]",4,2,1,17639
-0.06535936310887337,143.98704528808594,21,29.0924072265625,38,"[2, 6, 3, 4, 5]","[3, 6, 5, 2, 2]",2,1,3,17640
-0.27,42.433258056640625,16,22.117450714111328,37,"[7, 5, 4, 5, 5]","[2, 1, 0, 3, 5]",0,0,0,17641
-1.2,71.57373046875,21,32.28570556640625,32,"[3, 3, 1, 3, 6]","[4, 4, 2, 5, 1]",8,4,1,17642
-0.5978908103704452,97.07882690429688,17,30.759326934814453,36,"[3, 3, 9, 1, 2]","[3, 5, 4, 3, 3]",4,2,3,17643
-0.045509662628173825,28.59658432006836,20,26.544200897216797,35,"[3, 4, 3, 4, 5]","[3, 6, 2, 3, 2]",3,1,3,17644
-4.935,45.024566650390625,25,24.371837615966797,37,"[3, 1, 3, 4, 2]","[7, 5, 5, 3, 4]",1,0,1,17645
-0.045,11.615730285644531,19,19.057357788085938,35,"[3, 2, 3, 4, 3]","[4, 3, 8, 3, 2]",5,2,0,17646
-0.8813701555132866,125.10016632080078,16,24.75407600402832,34,"[1, 3, 1, 6, 4]","[4, 5, 2, 4, 4]",6,3,1,17647
0.9401059356331826,135.4269561767578,25,27.943416595458984,38,"[3, 1, 3, 4, 3]","[2, 3, 5, 3, 11]",9,4,3,17648
-1.17,97.07431030273438,19,24.536609649658203,34,"[5, 6, 6, 4, 2]","[1, 2, 4, 1, 3]",2,1,3,17649
0.105,952.3973999023438,20,27.146820068359375,38,"[1, 2, 6, 5, 6]","[6, 5, 2, 3, 2]",1,0,2,17650
0.06,24.886457443237305,15,25.21841049194336,33,"[0, 2, 6, 3, 2]","[2, 5, 2, 6, 5]",7,3,3,17651
-0.41674437627196315,111.98883056640625,18,15.758291244506836,33,"[5, 2, 2, 4, 4]","[3, 2, 0, 5, 6]",9,4,0,17652
-0.495,101.13970947265625,12,27.221599578857422,32,"[2, 5, 3, 2, 4]","[4, 2, 6, 3, 1]",5,2,3,17653
0.14,148.8241729736328,15,29.802602767944336,29,"[3, 5, 1, 4, 4]","[3, 0, 2, 3, 4]",2,1,4,17654
-1.26,105.37352752685547,18,32.70888137817383,35,"[2, 3, 7, 4, 3]","[1, 4, 6, 3, 2]",4,2,3,17655
1.005,57.94420623779297,25,30.92159080505371,39,"[2, 3, 4, 4, 4]","[5, 5, 4, 4, 4]",1,0,0,17656
0.4852169933915138,117.44879913330078,17,32.108497619628906,33,"[0, 6, 5, 1, 2]","[4, 9, 1, 2, 3]",3,1,4,17657
0.15,40.247283935546875,15,31.952560424804688,34,"[4, 3, 8, 3, 1]","[2, 3, 4, 2, 4]",4,2,3,17658
0.38,107.04489135742188,15,29.803579330444336,31,"[0, 2, 2, 3, 4]","[4, 6, 2, 3, 5]",3,1,4,17659
2.445,48.90378952026367,23,28.686153411865234,39,"[4, 6, 2, 5, 5]","[2, 5, 3, 3, 4]",2,1,0,17660
-2.805,61.99899673461914,21,26.874074935913086,37,"[3, 4, 7, 5, 4]","[6, 3, 1, 2, 2]",4,2,0,17661
-1.0013066592812538,67.41228485107422,21,29.034093856811523,32,"[4, 3, 2, 4, 4]","[3, 2, 4, 2, 4]",8,4,2,17662
-0.825,53.50296401977539,25,32.97809600830078,38,"[4, 5, 3, 5, 2]","[3, 6, 2, 6, 2]",3,1,3,17663
0.2925,62.344783782958984,16,25.19483184814453,38,"[3, 2, 4, 4, 5]","[4, 4, 5, 2, 5]",8,4,3,17664
2.325,621.569091796875,21,34.16329574584961,36,"[2, 5, 3, 3, 5]","[4, 8, 2, 1, 3]",3,1,1,17665
0.42,60.698604583740234,20,35.892818450927734,35,"[4, 3, 2, 4, 5]","[7, 4, 1, 2, 3]",1,0,2,17666
0.8327661648392677,768.9488525390625,17,36.0232048034668,33,"[2, 1, 5, 3, 0]","[4, 5, 3, 4, 6]",9,4,3,17667
-0.3525,93.65691375732422,18,34.81342315673828,32,"[4, 3, 5, 3, 4]","[3, 1, 4, 3, 2]",4,2,3,17668
-0.03921212807297707,80.38783264160156,19,41.900230407714844,35,"[4, 1, 2, 4, 3]","[5, 3, 5, 3, 5]",5,2,4,17669
0.385,151.92926025390625,27,37.64539337158203,33,"[4, 3, 3, 4, 1]","[2, 2, 2, 4, 8]",9,4,3,17670
-0.0675,43.990875244140625,10,31.813232421875,34,"[2, 8, 6, 2, 2]","[3, 3, 3, 3, 2]",2,1,4,17671
1.395,339.344482421875,24,38.14236068725586,40,"[5, 2, 3, 5, 2]","[0, 6, 10, 2, 5]",5,2,1,17672
-0.6894863007962704,58.96178436279297,20,36.2845458984375,31,"[3, 3, 7, 6, 2]","[1, 1, 1, 2, 5]",4,2,3,17673
-0.195,53.84904861450195,19,32.496315002441406,31,"[4, 2, 2, 4, 5]","[4, 2, 1, 4, 3]",8,4,4,17674
0.4275,48.74202346801758,20,29.03495216369629,40,"[1, 4, 2, 5, 7]","[8, 4, 2, 4, 3]",1,0,3,17675
0.87,60.66187286376953,25,29.676654815673828,34,"[3, 2, 3, 4, 2]","[4, 4, 5, 5, 2]",5,2,4,17676
0.195,46.39624786376953,24,37.48436737060547,41,"[3, 7, 6, 3, 2]","[6, 2, 4, 4, 4]",2,1,3,17677
0.42,197.5687713623047,19,31.65191078186035,38,"[6, 4, 1, 7, 2]","[5, 2, 2, 4, 5]",6,3,2,17678
0.72,53.00978088378906,23,39.979427337646484,36,"[3, 1, 2, 4, 3]","[2, 2, 3, 5, 11]",9,4,2,17679
0.45,340.41400146484375,15,36.91261672973633,36,"[6, 4, 1, 3, 3]","[1, 1, 3, 4, 10]",9,4,0,17680
-1.1412937135994434,65.30216217041016,24,38.89410400390625,35,"[5, 2, 4, 4, 3]","[3, 3, 3, 4, 4]",0,0,4,17681
-1.665,321.8541259765625,16,41.14875793457031,34,"[4, 6, 2, 1, 6]","[2, 4, 1, 5, 3]",2,1,3,17682
0.105,178.39019775390625,17,36.63496017456055,33,"[3, 2, 5, 1, 3]","[1, 4, 5, 6, 3]",7,3,2,17683
0.375,87.35823059082031,22,34.812400817871094,37,"[4, 2, 2, 3, 4]","[5, 0, 5, 3, 9]",9,4,2,17684
-0.385,50.54076385498047,22,31.666711807250977,32,"[5, 2, 4, 2, 4]","[1, 4, 3, 2, 5]",0,0,4,17685
-0.015,987.5328369140625,23,39.296958923339844,39,"[0, 2, 6, 8, 4]","[4, 2, 4, 4, 5]",6,3,1,17686
-0.405,125.39897918701172,16,31.24403953552246,35,"[6, 1, 6, 1, 6]","[3, 5, 1, 3, 3]",8,4,0,17687
-0.24,39.75163650512695,23,31.48098373413086,37,"[1, 4, 6, 3, 6]","[3, 4, 2, 6, 2]",4,2,4,17688
-0.095,30.863365173339844,19,22.389835357666016,36,"[3, 4, 5, 1, 5]","[4, 5, 3, 2, 4]",4,2,4,17689
-0.6,78.47762298583984,24,33.41331100463867,39,"[6, 2, 3, 7, 5]","[2, 4, 5, 3, 2]",6,3,3,17690
-1.252176465690136,37.56432342529297,23,35.424232482910156,37,"[5, 2, 3, 3, 6]","[6, 3, 3, 4, 2]",1,0,3,17691
-0.045,44.20186996459961,17,28.32309913635254,39,"[4, 5, 2, 7, 5]","[3, 4, 3, 3, 3]",6,3,2,17692
-0.615,27.584867477416992,20,25.605731964111328,32,"[3, 1, 1, 5, 5]","[2, 5, 2, 7, 1]",7,3,1,17693
-1.065,46.963722229003906,12,29.744781494140625,32,"[3, 5, 5, 3, 4]","[5, 4, 1, 2, 0]",2,1,3,17694
-0.7332047629356384,30.59908676147461,23,33.100860595703125,39,"[2, 0, 2, 4, 4]","[1, 10, 3, 8, 5]",3,1,3,17695
0.27995595812797547,44.92721176147461,18,36.878318786621094,36,"[3, 1, 2, 4, 2]","[3, 7, 4, 5, 5]",3,1,3,17696
-0.96,707.207763671875,16,29.823108673095703,30,"[1, 5, 3, 5, 2]","[2, 1, 4, 3, 4]",2,1,2,17697
-0.24,18.137306213378906,14,23.343303680419922,36,"[6, 2, 1, 5, 4]","[7, 3, 3, 4, 1]",1,0,0,17698
-0.6590887579321861,119.66902923583984,24,32.491920471191406,39,"[4, 2, 2, 8, 5]","[2, 5, 3, 5, 3]",6,3,2,17699
0.165,783.5879516601562,23,34.748958587646484,37,"[4, 3, 4, 6, 5]","[3, 2, 2, 2, 6]",9,4,3,17700
0.555,151.2206573486328,25,33.05404281616211,34,"[2, 4, 2, 3, 1]","[4, 4, 4, 4, 6]",9,4,2,17701
-0.63,170.14651489257812,17,45.3005256652832,36,"[3, 5, 4, 1, 4]","[4, 1, 4, 3, 7]",9,4,4,17702
0.24,74.33524322509766,20,36.96718215942383,36,"[1, 4, 3, 3, 4]","[4, 4, 8, 2, 3]",5,2,0,17703
0.255,189.19961547851562,15,37.42597961425781,40,"[10, 2, 2, 3, 6]","[4, 1, 2, 5, 5]",0,0,4,17704
-0.375,37.34502029418945,15,34.32193374633789,37,"[6, 3, 0, 4, 3]","[6, 5, 4, 3, 3]",1,0,2,17705
0.735,49.59900665283203,20,36.299293518066406,30,"[2, 6, 1, 2, 1]","[6, 2, 1, 4, 5]",1,0,1,17706
-2.0637388326227666,106.83349609375,18,38.05393600463867,38,"[3, 6, 6, 0, 4]","[4, 1, 2, 5, 7]",9,4,3,17707
0.9742435565590859,169.88461303710938,20,43.30093002319336,37,"[1, 4, 3, 4, 7]","[6, 3, 1, 2, 6]",8,4,3,17708
-0.705,82.07968139648438,17,33.26459503173828,34,"[1, 3, 4, 6, 6]","[2, 2, 4, 0, 6]",9,4,0,17709
-0.06,40.81271743774414,18,33.20117950439453,38,"[4, 5, 7, 5, 1]","[2, 4, 3, 3, 4]",4,2,2,17710
-0.12,38.650875091552734,18,36.68083953857422,38,"[1, 5, 8, 5, 2]","[5, 2, 4, 1, 5]",4,2,4,17711
-0.06,32.14158630371094,24,28.837682723999023,35,"[4, 2, 1, 5, 4]","[4, 5, 1, 6, 3]",7,3,1,17712
0.3,899.39990234375,12,30.32936668395996,31,"[4, 5, 4, 3, 4]","[2, 2, 0, 2, 5]",9,4,2,17713
-0.2625,103.8033218383789,20,35.11343002319336,37,"[6, 1, 3, 1, 6]","[4, 5, 0, 4, 7]",9,4,3,17714
1.3118225152790546,87.05046081542969,18,37.21862030029297,38,"[3, 3, 4, 2, 5]","[2, 3, 3, 8, 5]",7,3,4,17715
-1.17,72.62239837646484,25,35.80220031738281,31,"[6, 2, 1, 3, 1]","[0, 4, 3, 5, 6]",9,4,2,17716
-0.7948012135922908,146.06716918945312,25,35.779476165771484,34,"[5, 2, 5, 3, 2]","[1, 8, 3, 2, 3]",3,1,4,17717
-4.935,83.98392486572266,18,36.47190475463867,35,"[2, 2, 3, 5, 9]","[4, 2, 3, 4, 1]",8,4,3,17718
0.20299751162528992,40.5938720703125,24,36.23670959472656,39,"[3, 7, 4, 2, 3]","[3, 5, 5, 5, 2]",2,1,2,17719
-0.004545595943927765,374.2420349121094,22,35.71208953857422,37,"[4, 4, 2, 4, 2]","[5, 5, 2, 4, 5]",3,1,3,17720
-1.29,62.94530487060547,17,33.84848403930664,34,"[2, 3, 5, 4, 8]","[3, 3, 2, 2, 2]",8,4,0,17721
-0.675,916.281982421875,19,41.366294860839844,33,"[6, 6, 4, 1, 3]","[2, 4, 5, 2, 0]",2,1,2,17722
0.085,106.62289428710938,18,43.91865539550781,33,"[4, 1, 3, 3, 4]","[6, 3, 2, 2, 5]",1,0,4,17723
0.095,102.30110931396484,16,40.40333557128906,40,"[5, 4, 4, 1, 6]","[1, 8, 4, 2, 5]",3,1,2,17724
-0.8388061198592186,63.6832160949707,17,41.25623321533203,33,"[3, 4, 4, 4, 2]","[3, 5, 6, 0, 2]",5,2,2,17725
-0.22,59.778465270996094,15,41.81483840942383,35,"[3, 4, 2, 8, 2]","[3, 3, 2, 5, 3]",6,3,4,17726
0.375,39.44540786743164,17,32.509925842285156,33,"[1, 3, 5, 3, 2]","[4, 5, 5, 4, 1]",3,1,1,17727
0.55,33.81647491455078,21,33.24522018432617,36,"[2, 4, 4, 2, 3]","[5, 5, 5, 3, 3]",5,2,1,17728
-0.615,204.230712890625,14,36.182701110839844,34,"[5, 6, 5, 6, 1]","[3, 1, 4, 1, 2]",2,1,3,17729
-1.2716653722524642,46.03396224975586,20,34.03495788574219,35,"[6, 4, 2, 4, 1]","[2, 4, 4, 2, 6]",0,0,2,17730
-0.195,292.2697448730469,24,29.38199806213379,35,"[3, 4, 6, 4, 2]","[2, 4, 3, 3, 4]",4,2,0,17731
-0.96,185.42361450195312,18,34.42222213745117,36,"[6, 3, 9, 4, 4]","[0, 2, 2, 2, 4]",4,2,4,17732
-0.345,119.82027435302734,20,39.244537353515625,42,"[5, 5, 3, 7, 6]","[4, 3, 2, 3, 4]",6,3,2,17733
0.24,105.46723937988281,19,42.90378189086914,38,"[5, 2, 1, 6, 5]","[2, 5, 3, 4, 5]",6,3,1,17734
-0.34350754141807555,114.9011459350586,17,38.37761688232422,29,"[3, 3, 3, 2, 3]","[2, 4, 3, 3, 3]",3,1,4,17735
0.36,36.44800567626953,20,36.26372528076172,39,"[3, 2, 5, 3, 6]","[3, 3, 4, 4, 6]",9,4,2,17736
-0.7513240563869477,70.73393249511719,14,39.237693786621094,29,"[5, 2, 2, 0, 3]","[1, 3, 6, 6, 1]",7,3,3,17737
-0.09,83.06977081298828,26,34.56163024902344,39,"[5, 3, 5, 4, 2]","[6, 3, 1, 5, 5]",1,0,4,17738
0.06,201.666748046875,25,33.47846603393555,35,"[2, 3, 4, 4, 3]","[6, 3, 6, 1, 3]",1,0,2,17739
0.585,38.56800842285156,21,37.726402282714844,38,"[4, 3, 2, 4, 9]","[1, 2, 4, 7, 2]",8,4,1,17740
-0.07741824135184289,41.0141487121582,23,35.41605758666992,39,"[3, 5, 5, 3, 5]","[4, 8, 1, 2, 3]",3,1,4,17741
0.6,503.7921447753906,18,47.63492965698242,33,"[4, 3, 2, 3, 4]","[4, 2, 3, 5, 3]",7,3,1,17742
-0.18384043544530868,155.70179748535156,20,28.694421768188477,33,"[4, 1, 2, 3, 5]","[3, 4, 3, 5, 3]",8,4,0,17743
-0.09,221.5649871826172,23,47.36341094970703,36,"[2, 3, 3, 4, 2]","[3, 1, 5, 6, 7]",9,4,2,17744
0.5669640907645226,89.93653869628906,24,39.987701416015625,40,"[7, 5, 3, 4, 4]","[3, 3, 2, 5, 4]",0,0,1,17745
0.1,50.952083587646484,21,34.85822677612305,33,"[3, 6, 0, 3, 5]","[3, 4, 2, 4, 3]",2,1,3,17746
-0.165,71.56781005859375,14,29.879032135009766,35,"[4, 4, 4, 2, 1]","[4, 3, 4, 6, 3]",7,3,4,17747
-2.817918579876423,47.02021026611328,18,32.828041076660156,34,"[6, 2, 5, 2, 5]","[3, 0, 3, 4, 4]",0,0,3,17748
0.30522727474570277,47.533164978027344,23,28.71869468688965,37,"[4, 2, 3, 2, 2]","[5, 4, 7, 7, 1]",5,2,3,17749
-0.61,161.2780303955078,23,30.94968032836914,40,"[3, 9, 4, 3, 3]","[2, 2, 5, 6, 3]",2,1,4,17750
-0.045,129.28359985351562,18,30.286571502685547,34,"[1, 4, 2, 5, 3]","[0, 7, 5, 5, 2]",3,1,4,17751
-0.16795377790927887,78.27794647216797,24,43.800819396972656,35,"[10, 2, 2, 3, 4]","[2, 5, 2, 3, 2]",0,0,1,17752
-2.07,370.3556823730469,3,29.342910766601562,32,"[3, 4, 4, 4, 1]","[3, 4, 5, 1, 3]",5,2,0,17753
-0.735,47.586280822753906,14,34.04066467285156,33,"[1, 6, 5, 5, 6]","[0, 3, 0, 3, 4]",2,1,2,17754
-1.5744465520977975,134.6175994873047,20,37.60166549682617,33,"[6, 2, 2, 2, 2]","[5, 6, 4, 2, 2]",3,1,1,17755
-0.54,244.7903594970703,23,38.71226119995117,37,"[4, 4, 5, 3, 7]","[0, 2, 3, 5, 4]",8,4,3,17756
-0.5548397161066532,509.1895751953125,13,28.46232032775879,33,"[3, 1, 6, 0, 3]","[5, 4, 2, 5, 4]",4,2,1,17757
-0.215,97.83689880371094,21,37.99395751953125,34,"[6, 4, 2, 4, 3]","[1, 4, 3, 3, 4]",0,0,4,17758
0.934302336871624,225.19935607910156,21,39.37327194213867,37,"[2, 2, 4, 6, 2]","[4, 9, 1, 4, 3]",3,1,4,17759
0.19535685136914252,53.08713912963867,15,36.29130172729492,30,"[3, 2, 7, 4, 3]","[6, 2, 0, 1, 2]",4,2,4,17760
-0.56,324.575439453125,17,34.649658203125,32,"[2, 1, 7, 2, 1]","[2, 3, 4, 3, 7]",9,4,4,17761
0.735,88.4257583618164,22,33.1130256652832,37,"[7, 3, 2, 4, 4]","[4, 1, 3, 2, 7]",9,4,1,17762
-2.0909839123487473,124.40730285644531,21,35.26820755004883,38,"[1, 2, 4, 5, 3]","[5, 6, 4, 4, 4]",3,1,1,17763
0.42,36.232845306396484,21,27.393224716186523,36,"[8, 4, 4, 3, 2]","[2, 2, 3, 2, 6]",0,0,1,17764
0.1275,542.9519653320312,18,35.18657684326172,38,"[4, 4, 7, 6, 2]","[4, 1, 6, 2, 2]",4,2,4,17765
0.42,73.32244110107422,17,32.9393196105957,36,"[1, 2, 5, 5, 3]","[2, 5, 7, 4, 2]",5,2,4,17766
-0.3,126.28682708740234,16,31.232751846313477,27,"[3, 3, 1, 2, 1]","[4, 3, 3, 3, 4]",1,0,4,17767
1.155,658.9439086914062,22,28.76468276977539,36,"[2, 1, 3, 6, 6]","[4, 2, 4, 4, 4]",6,3,2,17768
-0.019993993192911147,51.5909423828125,26,28.567401885986328,42,"[3, 2, 5, 5, 4]","[6, 5, 4, 3, 5]",1,0,4,17769
-0.6,115.0490951538086,17,28.53999900817871,35,"[3, 0, 7, 3, 3]","[2, 6, 3, 6, 2]",4,2,4,17770
-0.48,949.0540161132812,19,28.587072372436523,36,"[4, 4, 2, 5, 2]","[2, 4, 3, 6, 4]",7,3,2,17771
0.36,435.7852783203125,24,37.93243408203125,37,"[4, 3, 4, 1, 4]","[3, 2, 6, 5, 5]",5,2,3,17772
-0.99,61.2517204284668,22,37.278282165527344,37,"[4, 2, 4, 3, 3]","[2, 8, 3, 1, 7]",3,1,1,17773
-0.1156423582136631,446.7918701171875,9,35.21990203857422,34,"[1, 9, 5, 4, 1]","[3, 2, 1, 7, 1]",2,1,2,17774
-0.07410166427493095,128.06887817382812,18,50.350257873535156,39,"[6, 6, 2, 1, 4]","[2, 3, 6, 5, 4]",5,2,3,17775
0.015,71.99099731445312,18,41.308834075927734,38,"[7, 4, 5, 4, 4]","[3, 3, 3, 4, 1]",0,0,0,17776
-0.10838364958763122,167.87973022460938,21,48.9379997253418,36,"[1, 4, 2, 6, 3]","[2, 4, 3, 4, 7]",9,4,4,17777
-0.195,620.3038940429688,22,46.984642028808594,34,"[3, 3, 3, 1, 4]","[5, 4, 4, 4, 3]",1,0,3,17778
-0.33,575.515380859375,19,34.110511779785156,36,"[1, 3, 7, 4, 3]","[1, 3, 6, 4, 4]",4,2,2,17779
