agent_type,mean_balance,std_balance,total_transactions,mean_reward,amount_wagered,roi,sharpe_ratio
Agent_Opinionated_Back_Favourite,99999858.6713196,87.0203376682103,15977,-141.32868039608002,239655,-0.058971722015430515,-1.6240879337303384
Agent_Opinionated_Leader_Wins,99999926.7513019,314.39524296897906,40501,-73.24869810044765,607515,-0.012057101158069785,-0.2329828448061951
Agent_Opinionated_Linex,100000015.19229297,23.392231964148635,1531,15.192292973399162,22965,0.06615411701893822,0.6494588886038386
Agent_Opinionated_Priviledged,100000042.9054418,1311.2592219633607,54215,42.90544180572033,813225,0.005275961979245637,0.032720793178848046
Agent_Opinionated_Random,99999955.83281931,356.7397102180762,65657,-44.1671806871891,984855,-0.004484637909863798,-0.12380786164845387
Agent_Opinionated_Underdog,99999981.75981541,29.12512319234679,3195,-18.24018459022045,47925,-0.03805985308340209,-0.6262697832987509
XGBoostBettingAgent,100000480.67945978,229.78518119359475,31498,480.67945978045464,472470,0.10173756212679211,2.0918644852710524
