reward,loss,trades,avg_q,total_actions,backs_per_competitor,lays_per_competitor,most_common_action,most_common_competitor,winner,simulation
1.261407721,72.50823212,20,37.94707489,38,"[3, 5, 10, 1, 2]","[8, 1, 1, 4, 3]",4,2,1,3979
0.05,130.844635,17,41.51982117,33,"[5, 5, 3, 1, 2]","[6, 5, 1, 2, 3]",1,0,2,3980
-0.69513053,236.9113312,21,47.37648392,38,"[3, 3, 2, 7, 1]","[4, 3, 5, 5, 5]",6,3,4,3981
0.2,86.76058197,12,44.53097534,38,"[2, 2, 9, 2, 3]","[5, 3, 7, 2, 3]",4,2,3,3982
0.485,1484.751465,21,46.70024872,37,"[3, 5, 4, 2, 5]","[2, 1, 5, 4, 6]",9,4,1,3983
0.48,57.89958191,18,39.34290314,34,"[3, 7, 3, 3, 1]","[6, 3, 1, 3, 4]",2,1,4,3984
-0.535,71.53113556,15,44.65736008,35,"[1, 4, 2, 1, 4]","[7, 6, 8, 0, 2]",5,2,3,3985
-0.675916359,82.60113525,21,36.18536377,32,"[5, 3, 2, 3, 2]","[2, 3, 5, 1, 6]",9,4,2,3986
3.08,286.1268921,21,43.60988235,39,"[7, 1, 7, 4, 3]","[5, 1, 5, 4, 2]",0,0,0,3987
0.145,205.4231873,29,38.00453949,37,"[4, 3, 4, 2, 4]","[5, 4, 2, 4, 5]",1,0,4,3988
-2.547001187,176.4594727,9,42.85115433,36,"[1, 7, 6, 5, 4]","[2, 2, 3, 2, 4]",2,1,3,3989
1.19,1743.342163,18,50.49364853,44,"[3, 5, 6, 3, 4]","[3, 5, 5, 5, 5]",4,2,1,3990
2.825,156.5789642,23,48.78881073,35,"[5, 4, 5, 4, 2]","[5, 1, 1, 5, 3]",1,0,1,3991
0.035,110.3407211,17,29.50185585,37,"[5, 5, 2, 3, 5]","[2, 4, 4, 4, 3]",2,1,0,3992
-0.355,92.05296326,16,38.05651474,31,"[1, 4, 0, 3, 6]","[2, 5, 2, 5, 3]",8,4,3,3993
-0.58,31.8306427,22,30.79669189,43,"[6, 2, 2, 7, 4]","[3, 5, 3, 5, 6]",6,3,2,3994
-1.3,198.269577,13,33.72197723,36,"[2, 5, 4, 5, 4]","[4, 3, 6, 3, 0]",5,2,2,3995
-0.13,651.2036743,21,35.9414978,38,"[4, 4, 6, 5, 3]","[4, 1, 4, 4, 3]",4,2,1,3996
0.090773921,247.3081207,13,40.1112175,37,"[5, 1, 9, 5, 3]","[3, 2, 2, 2, 5]",4,2,4,3997
-0.449363018,176.628418,19,40.00815582,36,"[6, 4, 3, 2, 1]","[5, 3, 4, 5, 3]",0,0,4,3998
-0.667235704,85.68911743,25,46.10978317,35,"[6, 4, 3, 4, 0]","[5, 2, 3, 3, 5]",0,0,4,3999
0.005,47.07232285,12,40.90070724,35,"[5, 2, 2, 5, 1]","[5, 3, 4, 6, 2]",7,3,1,4000
-0.701136654,538.7015991,25,52.31990433,37,"[4, 2, 2, 9, 4]","[2, 1, 4, 3, 6]",6,3,4,4001
-0.45,75.87728119,20,46.64654541,36,"[4, 3, 7, 3, 1]","[4, 4, 3, 5, 2]",4,2,3,4002
0.683907513,87.52251434,20,40.22460556,37,"[8, 3, 2, 2, 6]","[3, 3, 2, 5, 3]",0,0,4,4003
0.23,51.04285812,20,34.93649673,35,"[3, 4, 3, 2, 1]","[3, 5, 5, 3, 6]",9,4,2,4004
-5.68,84.96578979,14,29.26337624,39,"[5, 3, 4, 8, 5]","[2, 6, 0, 2, 4]",6,3,1,4005
0.005,40.29522705,17,33.58726501,39,"[5, 4, 1, 3, 3]","[3, 3, 6, 5, 6]",9,4,1,4006
-2.995,111.2962723,15,33.72193146,33,"[2, 2, 6, 5, 4]","[2, 2, 2, 6, 2]",4,2,2,4007
0.2075,44.49783325,20,36.0355072,33,"[1, 5, 1, 4, 6]","[2, 3, 4, 4, 3]",8,4,4,4008
0.17,218.9838867,16,39.47928238,35,"[4, 4, 2, 2, 5]","[5, 2, 3, 4, 4]",8,4,4,4009
0.065,75.82317352,21,43.86475754,37,"[2, 3, 4, 4, 2]","[4, 8, 5, 4, 1]",3,1,4,4010
2.03,68.24290466,17,35.26575089,38,"[4, 6, 6, 3, 1]","[3, 3, 3, 5, 4]",2,1,1,4011
-0.085,60.02576065,15,45.37104797,39,"[2, 2, 2, 6, 7]","[0, 5, 6, 3, 6]",8,4,2,4012
-0.73,76.854599,16,45.59514618,34,"[3, 5, 3, 5, 6]","[0, 3, 2, 4, 3]",8,4,3,4013
0.464561228,70.7087326,19,53.17914963,44,"[2, 6, 4, 5, 7]","[3, 6, 3, 4, 4]",8,4,4,4014
-0.642899095,143.9172821,19,45.82942581,33,"[5, 4, 2, 3, 1]","[3, 3, 5, 4, 3]",0,0,3,4015
-0.155789564,417.3274231,20,49.72537231,42,"[5, 7, 4, 5, 2]","[5, 2, 6, 2, 4]",2,1,1,4016
-1.15,217.6667633,23,46.73436356,39,"[5, 8, 4, 5, 6]","[2, 3, 1, 1, 4]",2,1,2,4017
-0.595,63.78242493,19,50.31420898,36,"[2, 2, 8, 3, 3]","[7, 1, 4, 3, 3]",4,2,4,4018
-0.01,99.74686432,21,49.55619049,35,"[1, 3, 3, 5, 5]","[3, 2, 3, 7, 3]",7,3,2,4019
-2.732781102,76.30547333,23,46.1232338,40,"[3, 3, 4, 5, 7]","[4, 1, 3, 1, 9]",9,4,2,4020
-0.19,347.9689026,17,42.87438202,36,"[6, 6, 4, 2, 2]","[3, 4, 5, 1, 3]",2,1,3,4021
2.015,50.95982742,25,39.05280304,37,"[4, 2, 4, 4, 2]","[2, 4, 4, 4, 7]",9,4,0,4022
0.095,123.9390793,17,49.97736359,39,"[5, 3, 4, 7, 5]","[4, 4, 2, 4, 1]",6,3,4,4023
-0.355,80.03354645,23,42.08960724,40,"[5, 3, 2, 4, 1]","[6, 4, 7, 6, 2]",5,2,1,4024
0.263037272,120.4334106,19,39.1534462,34,"[3, 2, 3, 5, 3]","[10, 3, 1, 2, 2]",1,0,2,4025
-0.182417458,54.64152527,22,26.11300659,33,"[1, 1, 4, 5, 6]","[4, 5, 3, 2, 2]",8,4,1,4026
-0.565,43.64731979,20,38.57468414,38,"[1, 3, 7, 6, 3]","[5, 5, 4, 3, 1]",4,2,1,4027
0.275,133.0829315,23,34.5360527,35,"[5, 2, 2, 4, 2]","[4, 5, 3, 4, 4]",0,0,3,4028
-0.13,67.00662231,21,35.05126953,35,"[5, 1, 1, 3, 5]","[5, 2, 1, 5, 7]",9,4,3,4029
4.22,105.4777069,24,44.30068207,41,"[4, 2, 5, 2, 7]","[5, 3, 6, 3, 4]",8,4,1,4030
1.082673627,111.5609894,23,39.8239212,35,"[2, 2, 3, 8, 4]","[3, 2, 3, 2, 6]",6,3,3,4031
1.625,109.8887787,15,37.63170242,32,"[2, 5, 0, 0, 1]","[3, 5, 7, 1, 8]",9,4,0,4032
2.99,102.5644913,16,44.81044769,38,"[5, 4, 2, 7, 1]","[3, 2, 3, 4, 7]",9,4,0,4033
0.105,91.12091827,15,44.35527802,36,"[5, 2, 3, 8, 5]","[2, 5, 2, 3, 1]",6,3,4,4034
0.035,71.16181183,14,44.82155609,37,"[4, 3, 5, 4, 2]","[5, 3, 2, 8, 1]",7,3,4,4035
0.335,52.96920776,17,36.19074249,31,"[3, 1, 0, 1, 5]","[3, 2, 4, 5, 7]",9,4,1,4036
-0.04,49.4325676,17,37.19561005,36,"[4, 3, 3, 4, 2]","[9, 2, 4, 3, 2]",1,0,0,4037
-0.51,46.5543251,23,33.72135544,38,"[3, 5, 4, 6, 3]","[2, 6, 4, 1, 4]",3,1,3,4038
-0.22,44.70156097,20,34.37101364,32,"[1, 2, 4, 3, 3]","[1, 3, 4, 6, 5]",7,3,3,4039
0.58516466,42.13034058,17,33.47273254,32,"[2, 5, 3, 3, 3]","[0, 2, 6, 4, 4]",5,2,1,4040
0.35,757.9631348,16,36.64068604,35,"[4, 1, 8, 1, 2]","[5, 1, 2, 6, 5]",4,2,1,4041
-1.21,137.4673157,24,49.82274628,37,"[4, 3, 5, 4, 3]","[8, 1, 1, 3, 5]",1,0,0,4042
-0.066276903,447.5738831,21,46.01718903,39,"[4, 4, 3, 4, 6]","[3, 7, 3, 4, 1]",3,1,2,4043
0.885,48.21520996,15,40.74120331,35,"[4, 0, 9, 2, 4]","[6, 1, 1, 5, 3]",4,2,3,4044
-0.173988881,202.0748596,11,45.15634918,33,"[3, 1, 3, 4, 4]","[2, 3, 4, 2, 7]",9,4,4,4045
-0.595,167.131424,25,40.31609726,35,"[1, 4, 2, 4, 6]","[5, 3, 4, 2, 4]",8,4,2,4046
-0.256795778,95.86720276,22,39.19049835,37,"[3, 2, 6, 3, 3]","[3, 4, 1, 3, 9]",9,4,1,4047
0.12,94.33933258,23,43.2786026,35,"[5, 1, 3, 0, 3]","[6, 4, 6, 1, 6]",9,4,4,4048
0.17,147.4117279,24,38.72937012,37,"[3, 3, 3, 3, 2]","[3, 6, 7, 3, 4]",5,2,3,4049
-0.535,84.95110321,21,29.31211853,36,"[2, 3, 5, 6, 6]","[5, 0, 2, 3, 4]",6,3,1,4050
-0.235,52.96776199,22,37.20978546,40,"[0, 6, 6, 4, 4]","[4, 4, 5, 4, 3]",2,1,1,4051
-3.619181212,82.54148102,19,40.77125168,31,"[6, 3, 1, 4, 2]","[5, 2, 1, 3, 4]",0,0,3,4052
-0.155,179.9362793,24,46.46024323,36,"[4, 3, 3, 4, 2]","[5, 4, 1, 6, 4]",7,3,3,4053
-0.324164449,85.95069885,17,40.54918671,35,"[5, 5, 4, 3, 2]","[4, 3, 2, 4, 3]",0,0,4,4054
0.05,48.00531387,17,34.3645401,31,"[0, 2, 5, 4, 3]","[5, 4, 2, 1, 5]",9,4,3,4055
-0.73,164.2033234,15,38.37361908,39,"[7, 5, 2, 2, 3]","[5, 4, 4, 3, 4]",0,0,3,4056
-0.565,46.65759659,24,34.39910507,40,"[5, 5, 3, 4, 3]","[3, 2, 5, 7, 3]",7,3,3,4057
0.158162822,33.75059128,23,24.24318123,36,"[3, 2, 4, 5, 3]","[3, 5, 4, 2, 5]",3,1,2,4058
0.335,46.62366104,17,31.17006493,40,"[5, 4, 3, 6, 2]","[4, 3, 6, 5, 2]",5,2,1,4059
0.099815292,179.5306854,23,36.11299896,35,"[2, 2, 5, 4, 4]","[4, 5, 3, 4, 2]",3,1,3,4060
-0.875,269.2279663,27,38.58005142,38,"[4, 3, 4, 3, 6]","[3, 4, 3, 4, 4]",8,4,4,4061
-0.170479059,60.0001297,14,32.58209229,29,"[1, 4, 3, 4, 4]","[0, 3, 1, 5, 4]",7,3,4,4062
-0.055,788.0698853,18,41.35709763,35,"[6, 1, 5, 6, 3]","[4, 1, 6, 2, 1]",6,3,0,4063
-0.86041077,379.2609863,19,35.85218048,36,"[6, 4, 4, 2, 4]","[2, 1, 4, 6, 3]",0,0,0,4064
-0.745,309.832428,28,39.93123245,40,"[4, 1, 5, 5, 4]","[5, 4, 2, 6, 4]",7,3,1,4065
0.38,721.15448,20,47.25113297,36,"[3, 6, 5, 2, 3]","[4, 4, 3, 5, 1]",2,1,4,4066
-1.15,143.9236755,23,40.04024506,36,"[4, 6, 4, 1, 5]","[4, 4, 1, 3, 4]",2,1,3,4067
-0.325,46.73468018,22,34.34792328,35,"[4, 4, 5, 4, 3]","[4, 5, 2, 1, 3]",4,2,4,4068
0.335,66.32423401,21,31.80306625,39,"[3, 4, 7, 4, 1]","[3, 5, 5, 2, 5]",4,2,2,4069
-0.16,100.1352692,21,28.35990524,37,"[2, 3, 6, 5, 3]","[5, 1, 5, 3, 4]",4,2,2,4070
-1.16078971,101.1176682,17,31.76922989,35,"[6, 3, 2, 1, 5]","[8, 1, 3, 3, 3]",1,0,2,4071
0.78,46.6550293,24,30.58577538,34,"[2, 2, 2, 2, 7]","[0, 4, 7, 3, 5]",8,4,4,4072
-0.25,362.4263,18,32.77348328,35,"[4, 5, 5, 1, 4]","[2, 5, 1, 1, 7]",9,4,4,4073
2.735,132.3348541,22,34.71522141,36,"[2, 4, 3, 7, 4]","[6, 2, 3, 1, 4]",6,3,1,4074
-0.12,51.6195488,17,32.16390991,36,"[2, 10, 3, 5, 2]","[2, 2, 4, 4, 2]",2,1,3,4075
-0.540323829,452.3512573,25,32.78834915,39,"[4, 8, 3, 4, 2]","[3, 6, 4, 4, 1]",2,1,2,4076
0.528430855,63.10870361,23,38.67598343,36,"[3, 1, 4, 6, 2]","[3, 4, 4, 3, 6]",9,4,4,4077
0.605,110.4374008,24,44.59206009,39,"[3, 3, 4, 6, 2]","[1, 5, 4, 6, 5]",6,3,2,4078
0.785,117.2967758,22,51.69218063,39,"[5, 6, 2, 4, 2]","[3, 6, 4, 1, 6]",9,4,3,4079
0.532579919,47.03851318,17,35.90147781,36,"[1, 5, 8, 2, 4]","[4, 2, 2, 4, 4]",4,2,4,4080
-0.025,116.5203018,17,50.87000275,38,"[5, 4, 7, 3, 2]","[5, 3, 6, 1, 2]",4,2,2,4081
0.055,214.7388,13,51.85607147,35,"[1, 2, 6, 3, 5]","[6, 1, 4, 5, 2]",1,0,4,4082
0.335,95.35443878,14,46.65485764,30,"[2, 2, 1, 5, 4]","[1, 2, 4, 6, 3]",7,3,3,4083
0.59,102.0134048,23,39.99498749,37,"[8, 4, 4, 6, 0]","[0, 5, 3, 3, 4]",0,0,2,4084
0.875,713.5280151,24,51.50624466,40,"[3, 2, 6, 2, 4]","[4, 4, 7, 2, 6]",5,2,4,4085
-2.425,287.7127991,18,37.91466141,34,"[5, 1, 3, 6, 2]","[2, 2, 2, 6, 5]",6,3,0,4086
1.659320566,142.8738251,24,48.00318527,38,"[4, 6, 2, 4, 1]","[6, 6, 4, 3, 2]",3,1,3,4087
0.17,101.8878403,17,38.25275421,38,"[3, 4, 3, 4, 4]","[7, 3, 2, 5, 3]",1,0,3,4088
0.384838159,50.71834564,20,39.00937271,36,"[3, 3, 5, 4, 1]","[3, 3, 4, 7, 3]",7,3,4,4089
-0.355,67.41886902,22,36.52792358,38,"[4, 3, 3, 2, 4]","[6, 6, 3, 2, 5]",1,0,1,4090
-0.525,42.02970505,14,29.29364395,29,"[3, 4, 2, 4, 3]","[2, 4, 3, 0, 4]",3,1,0,4091
-0.925,170.1779633,15,36.22025681,33,"[9, 2, 4, 1, 3]","[2, 7, 0, 3, 2]",0,0,3,4092
0.305,44.24284744,15,33.67580414,39,"[3, 1, 3, 8, 3]","[8, 2, 3, 2, 6]",6,3,2,4093
-1.34394292,196.0044403,21,30.48980141,33,"[2, 2, 6, 3, 2]","[6, 3, 3, 3, 3]",4,2,3,4094
2.795,116.0217133,23,24.79734802,43,"[2, 6, 9, 3, 1]","[4, 6, 5, 4, 3]",4,2,2,4095
0.575,968.8436279,19,24.72232056,37,"[3, 2, 6, 9, 2]","[3, 3, 3, 3, 3]",6,3,0,4096
0.66,38.05325699,20,32.64229584,33,"[5, 2, 2, 2, 2]","[3, 4, 5, 2, 6]",9,4,3,4097
-0.55,43.91283798,22,29.15639687,38,"[4, 1, 5, 3, 7]","[4, 4, 5, 2, 3]",8,4,4,4098
-0.215,23.64581871,25,27.22550964,41,"[3, 5, 3, 6, 4]","[3, 4, 3, 6, 4]",7,3,3,4099
0.000522221,19.14912987,20,23.69926834,39,"[3, 5, 6, 5, 3]","[2, 6, 2, 4, 3]",3,1,4,4100
0.155,62.08980942,20,28.07027054,37,"[5, 4, 4, 3, 3]","[4, 4, 4, 4, 2]",0,0,2,4101
-0.325,219.7378235,14,26.85110092,36,"[5, 2, 4, 2, 2]","[3, 6, 2, 5, 5]",3,1,3,4102
1.437051917,175.3492737,16,34.50711823,43,"[7, 7, 9, 0, 5]","[5, 2, 3, 2, 3]",4,2,1,4103
-0.79,896.7625122,18,26.64582825,35,"[3, 9, 3, 2, 2]","[3, 3, 5, 1, 4]",2,1,4,4104
-0.639519521,44.53553391,24,37.02394867,36,"[4, 5, 5, 2, 7]","[1, 3, 3, 3, 3]",8,4,4,4105
-1.045,77.68524933,20,33.91988754,39,"[5, 5, 4, 4, 5]","[2, 6, 2, 2, 4]",3,1,1,4106
0.605,41.17685318,21,38.64240646,37,"[4, 5, 0, 4, 1]","[7, 6, 3, 4, 3]",1,0,2,4107
-0.070646575,313.6282349,15,43.44096756,33,"[2, 3, 2, 4, 2]","[4, 4, 5, 4, 3]",5,2,2,4108
-1.765,674.6296387,15,42.25914764,35,"[4, 3, 1, 2, 3]","[5, 6, 5, 1, 5]",3,1,2,4109
1.085,85.4300766,21,55.0276413,39,"[1, 1, 6, 6, 4]","[6, 2, 2, 4, 7]",9,4,0,4110
-0.448959965,89.92869568,11,46.92649078,32,"[4, 3, 3, 3, 2]","[5, 3, 4, 3, 2]",1,0,3,4111
-0.16,76.65885162,22,45.15701294,38,"[5, 6, 1, 3, 5]","[6, 2, 3, 5, 2]",1,0,3,4112
-0.1,72.72679901,18,42.96027756,32,"[5, 2, 6, 3, 5]","[3, 2, 4, 1, 1]",4,2,4,4113
-0.7,61.24634933,21,41.10718918,37,"[5, 3, 0, 5, 9]","[3, 6, 0, 4, 2]",8,4,2,4114
0.05,187.0791473,14,41.69897842,34,"[1, 4, 3, 4, 7]","[3, 1, 4, 3, 4]",8,4,1,4115
0.8,68.72032928,25,38.87355042,36,"[3, 3, 0, 7, 4]","[3, 3, 0, 4, 9]",9,4,2,4116
0.766115498,179.9510956,13,48.21136093,36,"[3, 3, 4, 3, 6]","[3, 3, 5, 3, 3]",8,4,3,4117
-0.385,53.45677567,18,38.40499115,33,"[2, 3, 0, 6, 4]","[2, 2, 1, 6, 7]",9,4,0,4118
0.0875,105.9383011,25,46.31442261,42,"[6, 6, 5, 4, 4]","[5, 2, 6, 1, 3]",2,1,3,4119
0.768391742,108.8890686,25,45.64743805,38,"[2, 5, 5, 5, 5]","[3, 0, 3, 3, 7]",9,4,3,4120
0.785,63.87511826,14,47.34288788,35,"[4, 3, 4, 3, 0]","[5, 6, 4, 3, 3]",3,1,4,4121
0.14,67.61391449,17,49.88860703,35,"[0, 6, 1, 5, 2]","[6, 6, 3, 2, 4]",1,0,2,4122
-0.31,61.6781044,23,41.81104279,37,"[3, 1, 3, 2, 4]","[3, 7, 4, 6, 4]",3,1,2,4123
-1.512853697,64.95292664,15,40.14319611,37,"[6, 2, 4, 4, 4]","[4, 6, 2, 3, 2]",0,0,1,4124
0.73,204.9476471,23,39.9395752,36,"[5, 2, 2, 1, 5]","[2, 5, 1, 8, 5]",7,3,4,4125
-0.2275,245.8195038,28,43.51244736,41,"[4, 5, 3, 1, 5]","[7, 5, 2, 1, 8]",9,4,4,4126
0.38,111.3015671,20,50.39631653,41,"[5, 2, 3, 5, 6]","[5, 4, 4, 3, 4]",8,4,3,4127
0.38,79.77760315,24,47.72745895,35,"[6, 5, 4, 1, 1]","[3, 5, 1, 4, 5]",0,0,4,4128
-0.01,60.59160614,16,38.26599884,28,"[4, 4, 1, 5, 1]","[2, 3, 2, 4, 2]",6,3,2,4129
0.02,83.41445923,21,45.40557098,36,"[1, 2, 5, 5, 5]","[3, 3, 2, 3, 7]",9,4,3,4130
0.2,60.67129517,21,46.93946075,35,"[9, 2, 7, 2, 1]","[3, 5, 2, 3, 1]",0,0,2,4131
8.885,83.38072968,22,46.00108719,37,"[4, 9, 3, 2, 2]","[1, 1, 3, 3, 9]",9,4,1,4132
-5.17,327.3889771,20,37.1007576,37,"[1, 5, 1, 6, 6]","[3, 3, 4, 3, 5]",6,3,0,4133
-0.06042772,327.8201599,14,36.02357101,34,"[5, 2, 3, 4, 2]","[4, 5, 3, 5, 1]",3,1,4,4134
0.14,265.1451416,21,44.04837799,36,"[4, 2, 1, 3, 4]","[5, 3, 5, 5, 4]",7,3,2,4135
0.65,204.6556854,16,41.65150833,34,"[2, 3, 6, 4, 2]","[4, 5, 1, 5, 2]",4,2,2,4136
1.595,70.98806,28,42.30689621,39,"[4, 0, 3, 4, 3]","[6, 4, 8, 1, 6]",5,2,0,4137
-0.385,146.7427521,20,48.66173935,35,"[4, 2, 4, 3, 4]","[5, 3, 3, 3, 4]",1,0,2,4138
-0.635,65.45753479,20,43.12008286,37,"[6, 2, 2, 6, 3]","[3, 4, 3, 4, 4]",0,0,4,4139
0.415008255,213.0558319,20,44.8314743,40,"[4, 4, 1, 7, 5]","[3, 4, 3, 4, 5]",6,3,3,4140
0.26,39.54037094,15,31.74134827,28,"[3, 3, 2, 2, 1]","[2, 2, 4, 6, 3]",7,3,4,4141
-0.34,51.96920013,17,40.67133331,38,"[2, 6, 2, 5, 3]","[7, 6, 3, 2, 2]",1,0,2,4142
-0.717959859,222.8607483,17,44.69878006,35,"[1, 3, 1, 8, 6]","[2, 1, 5, 5, 3]",6,3,4,4143
0.095,87.13606262,18,46.14969254,35,"[2, 3, 5, 6, 5]","[2, 3, 5, 1, 3]",6,3,0,4144
-0.28,73.86009216,20,42.87398529,40,"[8, 3, 6, 4, 2]","[4, 3, 3, 6, 1]",0,0,2,4145
