id,time,opinion,competitor
51,0.09658503532409668,0.2,0
46,0.09658503532409668,0.2,0
50,0.12454056739807129,0.2,0
40,0.12454056739807129,0.2,0
39,0.12454056739807129,0.2,0
41,0.12454056739807129,0.2,0
37,0.12454056739807129,0.2,0
42,0.12454056739807129,0.2,0
34,0.12454056739807129,0.2,0
36,0.12454056739807129,0.2,0
43,0.12510108947753906,0.2,0
49,0.12517690658569336,0.2,0
33,0.12524819374084473,0.2,0
31,0.1253201961517334,0.2,0
30,0.12539172172546387,0.2,0
32,0.12539172172546387,0.2,0
29,0.12539172172546387,0.2,0
28,0.12539172172546387,0.2,0
26,0.12539172172546387,0.2,0
25,0.12566804885864258,0.2,0
27,0.12573790550231934,0.2,0
23,0.125809907913208,0.2,0
21,0.12587952613830566,0.2,0
20,0.12587952613830566,0.2,0
18,0.12587952613830566,0.2,0
19,0.12604498863220215,0.2,0
24,0.12604498863220215,0.2,0
16,0.12604498863220215,0.2,0
14,0.12604498863220215,0.2,0
15,0.12604498863220215,0.2,0
13,0.12635397911071777,0.2,0
12,0.12635397911071777,0.2,0
11,0.12635397911071777,0.2,0
17,0.12635397911071777,0.2,0
10,0.12635397911071777,0.2,0
9,0.12635397911071777,0.2,0
7,0.12635397911071777,0.2,0
8,0.12635397911071777,0.2,0
4,0.12635397911071777,0.2,0
6,0.12635397911071777,0.2,0
1,0.12635397911071777,0.2,0
3,0.12635397911071777,0.2,0
0,0.12635397911071777,0.2,0
57,0.12635397911071777,0.2,0
59,0.12635397911071777,0.2,0
53,0.12635397911071777,0.2,0
58,0.12635397911071777,0.2,0
56,0.12735390663146973,0.2,0
44,0.12735390663146973,0.2,0
55,0.12735390663146973,0.2,0
35,0.12735390663146973,0.2,0
22,0.12735390663146973,0.2,0
48,0.12735390663146973,0.2,0
38,0.12735390663146973,0.2,0
54,0.12735390663146973,0.2,0
5,0.12735390663146973,0.2,0
2,0.12735390663146973,0.2,0
46,0.12735390663146973,0.2,0
51,0.12735390663146973,0.2,0
47,0.12835097312927246,0.2,0
52,0.12835097312927246,0.14,0
45,0.12853717803955078,0.2,0
52,0.15654206275939941,0.14,0
45,0.15654206275939941,0.2,0
50,0.15654206275939941,0.14,0
40,0.15654206275939941,0.2,0
39,0.15654206275939941,0.2,0
41,0.15654206275939941,0.2,0
37,0.15654206275939941,0.2,0
42,0.15654206275939941,0.2,0
34,0.15654206275939941,0.2,0
46,0.15654206275939941,0.2,0
36,0.15654206275939941,0.2,0
43,0.15654206275939941,0.2,0
49,0.15654206275939941,0.2,0
33,0.15654206275939941,0.2,0
31,0.15654206275939941,0.2,0
47,0.15654206275939941,0.2,0
51,0.15754318237304688,0.2,0
30,0.15764117240905762,0.2,0
29,0.15771269798278809,0.2,0
28,0.15771269798278809,0.2,0
32,0.15771269798278809,0.2,0
26,0.15788984298706055,0.2,0
25,0.15796279907226562,0.2,0
27,0.1580362319946289,0.2,0
23,0.15810942649841309,0.2,0
21,0.15818309783935547,0.2,0
20,0.15818309783935547,0.2,0
18,0.15818309783935547,0.2,0
19,0.15818309783935547,0.2,0
24,0.15818309783935547,0.2,0
16,0.15818309783935547,0.2,0
13,0.15818309783935547,0.2,0
11,0.15861153602600098,0.2,0
15,0.15861153602600098,0.2,0
14,0.15861153602600098,0.2,0
12,0.15861153602600098,0.2,0
17,0.15861153602600098,0.2,0
10,0.15861153602600098,0.2,0
9,0.15861153602600098,0.2,0
7,0.15861153602600098,0.2,0
8,0.15861153602600098,0.2,0
4,0.15861153602600098,0.2,0
6,0.15861153602600098,0.2,0
1,0.15861153602600098,0.2,0
3,0.15861153602600098,0.2,0
0,0.15861153602600098,0.2,0
57,0.15861153602600098,0.2,0
59,0.15861153602600098,0.2,0
53,0.15953540802001953,0.14,0
58,0.15962481498718262,0.2,0
56,0.15962481498718262,0.2,0
44,0.15962481498718262,0.2,0
55,0.15962481498718262,0.2,0
35,0.15962481498718262,0.2,0
22,0.15962481498718262,0.2,0
2,0.15962481498718262,0.2,0
5,0.15962481498718262,0.2,0
48,0.15962481498718262,0.2,0
38,0.15962481498718262,0.2,0
54,0.15962481498718262,0.14,0
55,0.18854904174804688,0.2,0
2,0.18854904174804688,0.2,0
44,0.18854904174804688,0.2,0
35,0.18896865844726562,0.2,0
56,0.1890254020690918,0.2,0
58,0.18908262252807617,0.2,0
22,0.18913722038269043,0.2,0
59,0.1891920566558838,0.2,0
57,0.18924903869628906,0.2,0
0,0.18930459022521973,0.2,0
53,0.18936848640441895,0.14,0
3,0.18945550918579102,0.2,0
1,0.18952584266662598,0.2,0
6,0.18952584266662598,0.2,0
4,0.18952584266662598,0.2,0
8,0.18952584266662598,0.2,0
7,0.18952584266662598,0.2,0
9,0.18952584266662598,0.2,0
10,0.18952584266662598,0.2,0
17,0.18952584266662598,0.2,0
12,0.18952584266662598,0.2,0
14,0.18952584266662598,0.2,0
15,0.18952584266662598,0.2,0
11,0.18952584266662598,0.2,0
13,0.18952584266662598,0.2,0
16,0.18952584266662598,0.2,0
24,0.18952584266662598,0.2,0
19,0.18952584266662598,0.2,0
18,0.18952584266662598,0.2,0
21,0.18952584266662598,0.2,0
23,0.18952584266662598,0.2,0
27,0.19052553176879883,0.2,0
20,0.19052553176879883,0.2,0
25,0.19052553176879883,0.2,0
26,0.19052553176879883,0.2,0
32,0.19052553176879883,0.2,0
28,0.19052553176879883,0.2,0
29,0.19052553176879883,0.2,0
30,0.19052553176879883,0.2,0
51,0.19052553176879883,0.2,0
47,0.19052553176879883,0.2,0
31,0.19052553176879883,0.2,0
33,0.19052553176879883,0.2,0
49,0.19052553176879883,0.2,0
43,0.19052553176879883,0.2,0
46,0.19052553176879883,0.2,0
34,0.19052553176879883,0.2,0
42,0.19052553176879883,0.2,0
36,0.19052553176879883,0.2,0
37,0.19152235984802246,0.2,0
41,0.19152235984802246,0.2,0
39,0.19165778160095215,0.2,0
40,0.19165778160095215,0.2,0
50,0.19165778160095215,0.14,0
45,0.19165778160095215,0.2,0
52,0.19165778160095215,0.14,0
54,0.19194579124450684,0.14,0
38,0.19202899932861328,0.2,0
48,0.19208765029907227,0.2,0
5,0.19208765029907227,0.2,0
5,0.2045292854309082,0.2,0
53,0.2045292854309082,0.14,0
3,0.2045292854309082,0.2,0
48,0.2045292854309082,0.2,0
38,0.2045292854309082,0.2,0
45,0.2045292854309082,0.2,0
40,0.2045292854309082,0.2,0
39,0.2045292854309082,0.2,0
41,0.2045292854309082,0.2,0
37,0.2045292854309082,0.2,0
36,0.2045292854309082,0.2,0
34,0.2045292854309082,0.2,0
42,0.2045292854309082,0.2,0
46,0.2045292854309082,0.2,0
49,0.20549821853637695,0.2,0
43,0.20562171936035156,0.2,0
33,0.2056872844696045,0.2,0
31,0.2057478427886963,0.2,0
47,0.2058095932006836,0.2,0
30,0.2058711051940918,0.2,0
29,0.2059342861175537,0.2,0
28,0.20599770545959473,0.2,0
32,0.20606064796447754,0.2,0
26,0.20612406730651855,0.2,0
25,0.20618939399719238,0.2,0
27,0.2062513828277588,0.2,0
23,0.20630860328674316,0.2,0
21,0.20637202262878418,0.2,0
20,0.2064347267150879,0.2,0
18,0.2064979076385498,0.2,0
19,0.2065577507019043,0.2,0
24,0.20661449432373047,0.2,0
16,0.20667719841003418,0.2,0
13,0.2067408561706543,0.2,0
15,0.20680022239685059,0.2,0
11,0.20685791969299316,0.2,0
14,0.20692038536071777,0.2,0
12,0.20698308944702148,0.2,0
17,0.20704269409179688,0.2,0
10,0.20710539817810059,0.2,0
9,0.20717144012451172,0.2,0
7,0.20723295211791992,0.2,0
8,0.2072911262512207,0.2,0
4,0.20735383033752441,0.2,0
6,0.2074146270751953,0.2,0
1,0.2074873447418213,0.2,0
0,0.20754671096801758,0.2,0
57,0.20761537551879883,0.2,0
59,0.2076704502105713,0.2,0
22,0.20772480964660645,0.2,0
58,0.20778346061706543,0.2,0
56,0.2078402042388916,0.2,0
35,0.2079026699066162,0.2,0
44,0.2079610824584961,0.2,0
2,0.20802569389343262,0.2,0
55,0.20808672904968262,0.2,0
54,0.20814299583435059,0.14,0
52,0.20823216438293457,0.14,0
50,0.20831656455993652,0.14,0
51,0.20840954780578613,0.2,0
5,0.236433744430542,0.2,0
55,0.236433744430542,0.2,0
52,0.23661446571350098,0.14,0
54,0.2367112636566162,0.14,0
50,0.23680496215820312,0.14,0
51,0.23690128326416016,0.2,0
53,0.23699951171875,0.14,0
6,0.23709392547607422,0.2,0
3,0.23716115951538086,0.2,0
48,0.23722529411315918,0.2,0
45,0.2372901439666748,0.2,0
38,0.2373514175415039,0.2,0
40,0.23741459846496582,0.2,0
39,0.23747563362121582,0.2,0
41,0.23753809928894043,0.2,0
36,0.23760199546813965,0.2,0
34,0.23766517639160156,0.2,0
42,0.2377300262451172,0.2,0
46,0.2377924919128418,0.2,0
37,0.2378530502319336,0.2,0
49,0.2379159927368164,0.2,0
43,0.23797297477722168,0.2,0
33,0.23803353309631348,0.2,0
47,0.2380971908569336,0.2,0
31,0.2381579875946045,0.2,0
30,0.2382211685180664,0.2,0
29,0.23828434944152832,0.2,0
28,0.23834776878356934,0.2,0
32,0.23841238021850586,0.2,0
26,0.23847508430480957,0.2,0
25,0.23853659629821777,0.2,0
27,0.23859858512878418,0.2,0
23,0.23866057395935059,0.2,0
21,0.23871707916259766,0.2,0
20,0.23877930641174316,0.2,0
24,0.23884177207946777,0.2,0
18,0.23890423774719238,0.2,0
19,0.2389671802520752,0.2,0
16,0.2390286922454834,0.2,0
13,0.2390899658203125,0.2,0
15,0.2391517162322998,0.2,0
11,0.2392134666442871,0.2,0
14,0.23927593231201172,0.2,0
10,0.23933768272399902,0.2,0
12,0.23939990997314453,0.2,0
17,0.23939990997314453,0.2,0
9,0.23939990997314453,0.2,0
7,0.23939990997314453,0.2,0
8,0.23939990997314453,0.2,0
4,0.23939990997314453,0.2,0
1,0.23939990997314453,0.2,0
0,0.23939990997314453,0.2,0
57,0.23939990997314453,0.2,0
59,0.23939990997314453,0.2,0
22,0.23939990997314453,0.2,0
58,0.23939990997314453,0.2,0
56,0.23939990997314453,0.2,0
35,0.23939990997314453,0.2,0
2,0.23939990997314453,0.2,0
44,0.23939990997314453,0.2,0
8,0.266359806060791,0.2,0
7,0.266359806060791,0.2,0
9,0.2665374279022217,0.2,0
17,0.2665979862213135,0.2,0
12,0.26665377616882324,0.2,0
10,0.2667083740234375,0.2,0
14,0.26676321029663086,0.2,0
4,0.266817569732666,0.2,0
11,0.2668755054473877,0.2,0
15,0.26692962646484375,0.2,0
13,0.2669668197631836,0.2,0
16,0.2669668197631836,0.2,0
19,0.2669668197631836,0.2,0
18,0.2669668197631836,0.2,0
24,0.2672240734100342,0.2,0
20,0.2672240734100342,0.2,0
21,0.2672240734100342,0.2,0
27,0.2673945426940918,0.2,0
23,0.26745009422302246,0.2,0
25,0.2675058841705322,0.2,0
26,0.2675604820251465,0.2,0
32,0.26761889457702637,0.2,0
29,0.26767587661743164,0.2,0
28,0.2677319049835205,0.2,0
30,0.26778697967529297,0.2,0
31,0.26784253120422363,0.2,0
47,0.2678992748260498,0.2,0
33,0.26795411109924316,0.2,0
43,0.26801085472106934,0.2,0
49,0.2680654525756836,0.2,0
37,0.26812005043029785,0.2,0
46,0.268176794052124,0.2,0
42,0.2682309150695801,0.2,0
34,0.26828551292419434,0.2,0
36,0.2683424949645996,0.2,0
41,0.2683987617492676,0.2,0
39,0.26845383644104004,0.2,0
40,0.2685096263885498,0.2,0
38,0.26856064796447754,0.2,0
45,0.2686154842376709,0.2,0
48,0.26867079734802246,0.2,0
3,0.268726110458374,0.2,0
51,0.26877784729003906,0.2,0
50,0.26886439323425293,0.14,0
54,0.2689535617828369,0.14,0
6,0.26903271675109863,0.2,0
53,0.2690858840942383,0.14,0
52,0.2691669464111328,0.14,0
55,0.2692551612854004,0.2,0
5,0.26930761337280273,0.2,0
44,0.269362211227417,0.2,0
35,0.269362211227417,0.2,0
56,0.269362211227417,0.2,0
58,0.269362211227417,0.2,0
2,0.269362211227417,0.2,0
22,0.269362211227417,0.2,0
59,0.269362211227417,0.2,0
57,0.269362211227417,0.2,0
0,0.269362211227417,0.2,0
1,0.269362211227417,0.2,0
0,0.2973208427429199,0.2,0
57,0.2973208427429199,0.2,0
1,0.2975199222564697,0.2,0
59,0.2975785732269287,0.2,0
22,0.297635555267334,0.2,0
2,0.29769301414489746,0.2,0
58,0.29775094985961914,0.2,0
56,0.2978055477142334,0.2,0
35,0.29786062240600586,0.2,0
44,0.29791855812072754,0.2,0
5,0.2979753017425537,0.2,0
55,0.2980334758758545,0.2,0
6,0.29808902740478516,0.2,0
48,0.29814791679382324,0.2,0
3,0.2982034683227539,0.2,0
38,0.2982616424560547,0.2,0
45,0.29831910133361816,0.2,0
40,0.29837560653686523,0.2,0
41,0.2984311580657959,0.2,0
39,0.29848718643188477,0.2,0
36,0.29854369163513184,0.2,0
34,0.2986011505126953,0.2,0
42,0.2986576557159424,0.2,0
46,0.29871249198913574,0.2,0
37,0.2987673282623291,0.2,0
49,0.29882359504699707,0.2,0
43,0.29887819290161133,0.2,0
33,0.2989327907562256,0.2,0
47,0.29898738861083984,0.2,0
31,0.299041748046875,0.2,0
28,0.2990987300872803,0.2,0
29,0.29915714263916016,0.2,0
32,0.2992134094238281,0.2,0
30,0.2992696762084961,0.2,0
26,0.2993297576904297,0.2,0
25,0.2993297576904297,0.2,0
27,0.2993297576904297,0.2,0
23,0.2993297576904297,0.2,0
21,0.2993297576904297,0.2,0
20,0.2993297576904297,0.2,0
24,0.2993297576904297,0.2,0
18,0.2993297576904297,0.2,0
19,0.2993297576904297,0.2,0
16,0.2993297576904297,0.2,0
13,0.2993297576904297,0.2,0
15,0.2993297576904297,0.2,0
11,0.2993297576904297,0.2,0
4,0.2993297576904297,0.2,0
14,0.2993297576904297,0.2,0
10,0.2993297576904297,0.2,0
12,0.2993297576904297,0.2,0
17,0.2993297576904297,0.2,0
9,0.2993297576904297,0.2,0
7,0.30036020278930664,0.2,0
8,0.30036020278930664,0.2,0
52,0.3004906177520752,0.14,0
54,0.3005867004394531,0.14,0
53,0.3006730079650879,0.14,0
51,0.30075812339782715,0.2,0
50,0.30084776878356934,0.14,0
8,0.32886290550231934,0.2,0
52,0.32886290550231934,0.14,0
54,0.32886290550231934,0.14,0
53,0.32886290550231934,0.14,0
51,0.32886290550231934,0.2,0
50,0.32886290550231934,0.14,0
1,0.32886290550231934,0.2,0
57,0.32886290550231934,0.2,0
0,0.32886290550231934,0.2,0
59,0.32886290550231934,0.2,0
22,0.32886290550231934,0.2,0
2,0.32886290550231934,0.2,0
58,0.32886290550231934,0.2,0
56,0.3298611640930176,0.2,0
35,0.3298611640930176,0.2,0
5,0.32997798919677734,0.2,0
44,0.33003735542297363,0.2,0
55,0.3300914764404297,0.2,0
6,0.33014702796936035,0.2,0
48,0.33020830154418945,0.2,0
3,0.3302614688873291,0.2,0
38,0.3303191661834717,0.2,0
45,0.33037710189819336,0.2,0
40,0.33043599128723145,0.2,0
41,0.33049440383911133,0.2,0
39,0.3305501937866211,0.2,0
36,0.33060550689697266,0.2,0
42,0.33066272735595703,0.2,0
46,0.3307178020477295,0.2,0
34,0.33077573776245117,0.2,0
37,0.33083248138427734,0.2,0
49,0.3308901786804199,0.2,0
43,0.3309478759765625,0.2,0
33,0.33100295066833496,0.2,0
47,0.33106088638305664,0.2,0
28,0.3311183452606201,0.2,0
31,0.3311748504638672,0.2,0
29,0.33123207092285156,0.2,0
26,0.33128976821899414,0.2,0
32,0.3313465118408203,0.2,0
30,0.3314039707183838,0.2,0
25,0.33145785331726074,0.2,0
27,0.331514835357666,0.2,0
23,0.3315727710723877,0.2,0
21,0.33162641525268555,0.2,0
24,0.3316829204559326,0.2,0
20,0.3317387104034424,0.2,0
18,0.33179736137390137,0.2,0
19,0.33185362815856934,0.2,0
16,0.3319091796875,0.2,0
13,0.331967830657959,0.2,0
15,0.33202409744262695,0.2,0
11,0.3320803642272949,0.2,0
4,0.3321356773376465,0.2,0
14,0.33219003677368164,0.2,0
10,0.3322453498840332,0.2,0
12,0.33229827880859375,0.2,0
9,0.3323509693145752,0.2,0
17,0.33240628242492676,0.2,0
7,0.3324556350708008,0.2,0
14,0.3594646453857422,0.2,0
12,0.3594646453857422,0.2,0
9,0.35964202880859375,0.2,0
17,0.35964202880859375,0.2,0
7,0.35964202880859375,0.2,0
10,0.35964202880859375,0.2,0
8,0.35964202880859375,0.2,0
52,0.35964202880859375,0.14,0
53,0.36002492904663086,0.14,0
54,0.36011290550231934,0.14,0
51,0.36011290550231934,0.2,0
50,0.36011290550231934,0.14,0
1,0.36035609245300293,0.2,0
57,0.36041760444641113,0.2,0
0,0.36041760444641113,0.2,0
59,0.36041760444641113,0.2,0
22,0.3605685234069824,0.2,0
2,0.3606293201446533,0.2,0
58,0.3607051372528076,0.2,0
56,0.3607640266418457,0.2,0
35,0.3607640266418457,0.2,0
5,0.3607640266418457,0.2,0
44,0.3607640266418457,0.2,0
55,0.3607640266418457,0.2,0
6,0.3607640266418457,0.2,0
48,0.3607640266418457,0.2,0
3,0.3607640266418457,0.2,0
38,0.3607640266418457,0.2,0
45,0.3607640266418457,0.2,0
40,0.3607640266418457,0.2,0
41,0.3613259792327881,0.2,0
39,0.3613259792327881,0.2,0
36,0.3613259792327881,0.2,0
42,0.3613259792327881,0.2,0
46,0.3613259792327881,0.2,0
43,0.3613259792327881,0.2,0
49,0.3613259792327881,0.2,0
37,0.3613259792327881,0.2,0
33,0.3613259792327881,0.2,0
34,0.3613259792327881,0.2,0
47,0.3613259792327881,0.2,0
28,0.3613259792327881,0.2,0
31,0.3613259792327881,0.2,0
32,0.3613259792327881,0.2,0
29,0.3613259792327881,0.2,0
26,0.3613259792327881,0.2,0
25,0.3613259792327881,0.2,0
30,0.3613259792327881,0.2,0
27,0.3613259792327881,0.2,0
23,0.3613259792327881,0.2,0
21,0.3613259792327881,0.2,0
24,0.3613259792327881,0.2,0
20,0.3613259792327881,0.2,0
18,0.3613259792327881,0.2,0
19,0.3613259792327881,0.2,0
16,0.3613259792327881,0.2,0
13,0.36232638359069824,0.2,0
15,0.36232638359069824,0.2,0
4,0.36232638359069824,0.2,0
11,0.36232638359069824,0.2,0
11,0.39127564430236816,0.2,0
13,0.39127564430236816,0.2,0
4,0.39127564430236816,0.2,0
52,0.39127564430236816,0.14,0
16,0.39127564430236816,0.2,0
19,0.39127564430236816,0.2,0
15,0.39127564430236816,0.2,0
24,0.39127564430236816,0.2,0
18,0.39127564430236816,0.2,0
20,0.39127564430236816,0.2,0
27,0.39127564430236816,0.2,0
23,0.39127564430236816,0.2,0
21,0.39127564430236816,0.2,0
30,0.39127564430236816,0.2,0
25,0.39127564430236816,0.2,0
26,0.3922457695007324,0.2,0
32,0.3922457695007324,0.2,0
28,0.3922457695007324,0.2,0
29,0.3922457695007324,0.2,0
47,0.3922457695007324,0.2,0
34,0.3922457695007324,0.2,0
33,0.3922457695007324,0.2,0
31,0.3922457695007324,0.2,0
37,0.3922457695007324,0.2,0
49,0.3922457695007324,0.2,0
43,0.3922457695007324,0.2,0
46,0.3922457695007324,0.2,0
42,0.3922457695007324,0.2,0
36,0.3922457695007324,0.2,0
39,0.3922457695007324,0.2,0
41,0.3922457695007324,0.2,0
40,0.3930797576904297,0.2,0
45,0.3931457996368408,0.2,0
38,0.39321255683898926,0.2,0
3,0.39321255683898926,0.2,0
48,0.39321255683898926,0.2,0
6,0.39321255683898926,0.2,0
55,0.39321255683898926,0.2,0
44,0.39321255683898926,0.2,0
56,0.39321255683898926,0.2,0
35,0.39321255683898926,0.2,0
58,0.39321255683898926,0.2,0
22,0.3937094211578369,0.2,0
59,0.3937094211578369,0.2,0
57,0.3937094211578369,0.2,0
1,0.3937094211578369,0.2,0
8,0.3939332962036133,0.2,0
0,0.3939945697784424,0.2,0
10,0.39406490325927734,0.2,0
7,0.39406490325927734,0.2,0
17,0.39406490325927734,0.2,0
9,0.39406490325927734,0.2,0
12,0.3942749500274658,0.2,0
14,0.394334077835083,0.2,0
5,0.3943936824798584,0.2,0
2,0.3943936824798584,0.2,0
51,0.3943936824798584,0.2,0
50,0.3943936824798584,0.14,0
54,0.3943936824798584,0.14,0
53,0.3943936824798584,0.14,0
12,0.42334699630737305,0.2,0
17,0.42334699630737305,0.2,0
7,0.42334699630737305,0.2,0
10,0.42334699630737305,0.2,0
9,0.42334699630737305,0.2,0
8,0.4236290454864502,0.2,0
1,0.42369627952575684,0.2,0
0,0.4237699508666992,0.2,0
57,0.42383718490600586,0.2,0
59,0.42383718490600586,0.2,0
22,0.42383718490600586,0.2,0
58,0.42383718490600586,0.2,0
35,0.4240102767944336,0.2,0
56,0.4240102767944336,0.2,0
44,0.4240102767944336,0.2,0
55,0.4240102767944336,0.2,0
48,0.4240102767944336,0.2,0
6,0.4242129325866699,0.2,0
38,0.4242129325866699,0.2,0
3,0.4242129325866699,0.2,0
45,0.4242129325866699,0.2,0
40,0.4242129325866699,0.2,0
41,0.4242129325866699,0.2,0
39,0.4242129325866699,0.2,0
36,0.4242129325866699,0.2,0
42,0.4242129325866699,0.2,0
43,0.4242129325866699,0.2,0
49,0.4242129325866699,0.2,0
37,0.4242129325866699,0.2,0
46,0.4242129325866699,0.2,0
31,0.4242129325866699,0.2,0
33,0.4242129325866699,0.2,0
34,0.4242129325866699,0.2,0
47,0.4242129325866699,0.2,0
29,0.4242129325866699,0.2,0
32,0.4242129325866699,0.2,0
28,0.4242129325866699,0.2,0
26,0.4242129325866699,0.2,0
25,0.4242129325866699,0.2,0
21,0.4242129325866699,0.2,0
30,0.4242129325866699,0.2,0
23,0.4242129325866699,0.2,0
27,0.4252128601074219,0.2,0
18,0.4252128601074219,0.2,0
20,0.4252128601074219,0.2,0
24,0.4252128601074219,0.2,0
15,0.4252128601074219,0.2,0
16,0.4252128601074219,0.2,0
52,0.4252128601074219,0.14,0
4,0.4252128601074219,0.2,0
53,0.4252128601074219,0.14,0
19,0.4252128601074219,0.2,0
13,0.4252128601074219,0.2,0
11,0.4252128601074219,0.2,0
54,0.4252128601074219,0.14,0
51,0.4252128601074219,0.2,0
50,0.4252128601074219,0.14,0
2,0.4252128601074219,0.2,0
5,0.4252128601074219,0.2,0
14,0.4252128601074219,0.2,0
1,0.45513153076171875,0.2,0
52,0.45526719093322754,0.14,0
53,0.45537281036376953,0.14,0
54,0.45547032356262207,0.14,0
51,0.45547032356262207,0.2,0
50,0.45547032356262207,0.14,0
12,0.4557368755340576,0.2,0
17,0.45580458641052246,0.2,0
9,0.45580458641052246,0.2,0
10,0.45580458641052246,0.2,0
7,0.45580458641052246,0.2,0
8,0.45580458641052246,0.2,0
0,0.45580458641052246,0.2,0
57,0.45580458641052246,0.2,0
59,0.45580458641052246,0.2,0
22,0.45580458641052246,0.2,0
58,0.45580458641052246,0.2,0
35,0.45580458641052246,0.2,0
56,0.45580458641052246,0.2,0
44,0.45580458641052246,0.2,0
55,0.45580458641052246,0.2,0
48,0.45580458641052246,0.2,0
38,0.45580458641052246,0.2,0
6,0.45580458641052246,0.2,0
3,0.4567289352416992,0.2,0
45,0.45679545402526855,0.2,0
40,0.4568612575531006,0.2,0
41,0.4569213390350342,0.2,0
39,0.4569213390350342,0.2,0
36,0.4570133686065674,0.2,0
42,0.4570794105529785,0.2,0
43,0.4570794105529785,0.2,0
49,0.4570794105529785,0.2,0
37,0.4570794105529785,0.2,0
46,0.4570794105529785,0.2,0
31,0.4570794105529785,0.2,0
33,0.4570794105529785,0.2,0
34,0.4570794105529785,0.2,0
47,0.4570794105529785,0.2,0
29,0.4570794105529785,0.2,0
32,0.4570794105529785,0.2,0
28,0.4570794105529785,0.2,0
26,0.4570794105529785,0.2,0
25,0.4570794105529785,0.2,0
30,0.4570794105529785,0.2,0
23,0.4570794105529785,0.2,0
21,0.4570794105529785,0.2,0
27,0.4570794105529785,0.2,0
